TIC,TOI,Disposition,R_p,Period_p,Epoch_p,RA,Dec,H_mag,V_mag,M_*_TIC8,R_*_TIC8,Teff_*_TIC8,a/R*,N_pl
95191643,6417.01,VPC+,14.792,3.345826,2987.101904,115.848244,-8.523178,10.857,12.183,1.14,1.75,6089,5.63,1
36022284,6418.01,VPC+,11.717,4.647809,2980.519132,118.004191,-11.412426,11.547,13.217,0.97,1.19,5510,9.78,1
144037593,6419.01,VPC+,10.75,4.160454,2981.589903,126.602807,-23.890807,12.056,13.472,1.09,1.16,5963,9.62,1
143526233,6420.01,VPC+,10.678,6.961516,2985.848349,125.544344,-19.124293,11.638,12.994,1.1,1.37,5994,11.54,1
107617930,6421.01,VPC+,17.477,3.750778,2985.803053,111.153161,-25.071768,12.56,13.657,1.44,1.54,6751,7.43,1
140740440,6422.01,VPC+?,9.031,3.75216,2985.504594,116.266815,-22.178834,11.738,13.205,1.08,1.19,5917,8.74,1
141458054,6423.01,VPC?,15.808,1.364829,2985.558593,117.257767,-19.231988,12.542,13.821,1.28,1.85,6392,3.05,1
98159959,6424.01,VPC?,7.504,2.039683,2984.928734,108.199972,-32.520081,12.488,13.736,1.36,1.22,6559,6.15,1
107776260,6425.01,VPC,11.792,12.142241,2977.389004,111.50233,-25.491601,11.327,12.304,1.43,1.83,6716,13.69,1
142420436,6426.01,VPC,12.738,3.880159,2984.741697,118.609957,-19.656942,12.14,13.606,1.27,1.43,6371,7.86,1
22972676,6427.01,VPC+?,8.42,18.372561,2961.906987,109.442657,-40.886051,11.345,13.162,1.05,1.53,5822,19.44,1
238914510,6428.01,VPC+,17.735,1.676384,2986.706088,93.990591,-52.480215,12.39,13.8,1.14,1.52,6087,4.08,1
348501452,6429.01,PC,8.387,2.425718,2987.620891,113.673168,-19.367067,11.546,12.735,1.4,1.85,6658,4.59,1
50211272,6430.01,VPC,9.87,3.602499,2981.428415,112.169689,-14.991191,12.453,15.714,0.64,0.67,3967,12.74,1
54141697,6431.01,PC,8.409,3.542349,2981.409845,118.138636,-12.10824,12.279,13.719,1.19,1.15,6195,9.03,1
141933255,6432.01,VPC+,11.014,3.356169,2984.307515,117.89847,-21.388006,11.875,13.307,1.09,1.08,5941,9.01,1
266486214,6433.01,VPC-+,9.677,9.6355,2237.888296,118.827579,4.779369,10.396,11.925,0.99,1.68,5589,11.34,1
32296259,6434.01,VPC+?,4.474,2.777579,2987.239352,117.328733,-11.242226,10.474,13.72,0.63,0.66,3982,10.88,1
60189629,6435.01,VPC,6.716,6.116142,2987.023429,111.563464,-44.595076,10.031,11.708,1.06,1.31,5858,10.94,1
290415036,6436.01,VPC,12.544,6.187902,2976.878311,128.387178,1.706926,11.782,13.22,1.08,1.17,5925,12.4,1
139707575,6437.01,PC,18.282,8.31001,2987.838206,112.076564,-23.270022,10.871,11.587,1.4,2.48,6649,7.78,1
332383229,6438.01,VPC,2.929,16.126829,2980.013021,120.784233,-12.398434,9.107,11.395,0.78,0.77,4833,32.12,1
122981686,6439.01,APC,19.47,2.989666,2982.473246,118.15407,-4.335062,11.526,12.719,1.42,1.67,6690,5.9,1
348297468,6440.01,VPC+,10.804,3.819005,2982.180104,121.017988,-17.459233,10.85,11.898,1.27,1.61,6379,6.93,1
422031406,6441.01,VPC+,11.064,4.557907,2981.657715,122.322429,-16.737445,11.262,13.314,0.82,0.81,4977,13.45,1
97921547,6442.01,P,18.462,2.827972,2986.409366,107.833369,-35.850542,10.475,11.604,1.7,1.48,7434,6.81,1
125563127,6443.01,VPC,10.28,9.987208,2971.064943,114.904414,-25.465456,11.089,12.284,1.31,1.75,6453,12.22,1
97588014,6444.01,VPC,14.016,12.292528,2978.35554,107.032362,-30.595703,12.459,13.916,1.11,1.49,6019,15.59,1
323569398,6445.01,VPC,8.341,26.392661,2965.970231,136.007889,8.73426,11.155,12.829,0.98,0.99,5543,37.43,1
122798633,6446.01,VPC+,11.592,4.224002,2983.882874,117.693174,-2.07787,12.168,15.859,0.58,0.59,3724,15.48,1
347442932,6447.01,NEB,9.413,0.664652,2986.820099,133.255229,-13.050739,12.504,13.882,1.22,0.97,6256,3.54,1
320411045,6448.01,VPC+,7.045,14.844267,2971.671935,110.170453,-33.922351,11.378,12.886,1.08,0.96,5920,27.19,1
168936945,6449.01,VPC+?,12.251,2.440413,2984.192328,125.930472,-5.189408,12.819,17.473,0.45,0.45,3356,12.88,1
47244580,6450.01,VPC+,6.712,3.609267,2984.16862,134.608729,-6.313821,11.57,13.789,0.78,0.79,4823,11.49,1
150559728,6451.01,PC,10.091,5.495078,2978.277606,117.624545,-31.730161,12.442,14.054,1.48,1.5,6852,9.95,1
7562528,6452.01,VPC+,8.526,5.247774,2987.078877,114.324929,-11.73732,11.915,13.513,1,1.1,5647,11.57,1
66242670,6453.01,PC,12.848,6.868847,2977.256094,109.273997,-24.136712,12.31,13.479,1.39,1.98,6621,8.55,1
146413471,6454.01,PC,5.008,22.501292,2948.818566,123.913015,-29.971957,10.04,11.553,0.95,0.9,5443,36.72,2
146413471,6454.02,PC,3.685,10.983577,2974.384106,123.913015,-29.971957,10.04,11.553,0.95,0.9,5443,22.76,2
255588086,6455.01,VPC,15.846,0.897056,2963.646985,96.861632,-52.297752,10.041,11.73,1.11,1.85,6004,2.19,1
270456887,6456.01,APC,19.781,2.268593,2963.887975,135.139759,1.390168,11.135,12.302,1.33,1.34,6491,5.98,1
328502522,6457.01,PC,10.734,41.418634,3280.041806,108.561709,33.070543,9.65,10.955,1.14,1.41,6081,37.2,1
2507547,6458.01,PC,2.536,9.783193,1817.030487,80.002989,32.785599,5.736,7.019,1.19,2.09,6201,9.76,1
238317637,6459.01,PC,2.762,5.149436,3008.619686,120.405733,-48.821974,9.417,11.056,1.06,1.13,5867,11.35,1
93862917,6460.01,PC,4.12,4.404442,2984.409752,114.921102,-8.918991,10.688,11.971,1.04,1.04,5795,11.06,1
123133954,6461.01,PC,11.795,4.064628,2982.300342,118.677159,-4.341982,10.533,11.256,1.57,1.94,7034,6.43,1
453009027,6462.01,PC,14.832,3.87202,2980.581682,123.016344,2.782367,11.313,12.289,1.36,1.83,6555,6.29,1
180989820,6463.01,PC,10.771,9.873884,2992.239565,130.257008,-40.584822,10.594,11.676,1.59,1.52,7133,14.89,1
190643105,6464.01,PC,11.709,9.674254,3008.968908,133.477089,-38.997142,10.643,11.942,1.46,2.66,6803,8.16,1
184801054,6465.01,BEB?,13.968,0.659368,3013.850462,127.981989,-37.462617,12.021,16.553,0.55,0.55,3421,4.72,1
186707229,6466.01,VPC,8.173,1.45719,3013.533512,133.233344,-31.998118,12.114,13.931,1.02,0.82,5712,6.65,1
385157401,6467.01,PC,10.797,11.996406,3009.154035,153.890632,-14.708585,11.928,13.386,1.24,1.64,6311,14.48,1
180931993,6468.01,VPC,10.559,12.122817,3007.96996,129.997264,-36.181825,11.261,12.368,1.46,1.45,6799,17.37,1
4598935,6469.01,PC,6.841,24.710466,2972.631689,141.220019,-39.030905,10.464,12.022,1.06,1.18,5876,30.86,1
12061971,6470.01,VPC,9.434,13.733385,2998.192483,146.716444,-35.206514,11.316,12.63,1.29,1.4,6415,18.75,1
410901394,6471.01,PC,5.081,3.075836,3008.932044,107.190802,-49.821888,12.112,13.79,1.03,1.15,5745,7.85,1
140706833,6472.01,VPC,14.378,2.680827,3011.106992,128.464094,-43.784466,11.944,14.155,1.67,2,7349,4.81,1
410303247,6473.01,VPC,7.482,1.099289,3011.956516,149.970968,-22.922542,12.367,14.183,1,0.87,5636,5.15,1
189097100,6474.01,VPC-?,16.263,1.606936,3012.369919,140.422178,-29.108071,11.846,12.544,2.13,2.19,8546,3.39,1
132314633,6475.01,VPC-,15.688,26.598858,2997.919926,119.45157,-40.736329,11.286,12.956,1.42,1.62,6685,26.06,1
380528770,6476.01,PC,10.904,8.116866,2998.505612,140.199972,-18.66746,11.786,13.088,1.27,1.33,6381,13.8,1
11927677,6477.01,NPC?,12.744,3.686065,3006.687707,146.150289,-30.104744,11.779,13.275,1.19,1.76,6206,6.05,1
332657786,6478.01,VPC+,4.633,1462.211515,1536.766582,149.991571,-16.159052,10.91,15.99,0.2,0.23,3275,1360.38,1
181208298,6479.01,VPC-,12.062,2.919383,3008.643088,130.732229,-37.63441,11.481,12.96,1.12,1.06,6037,8.39,1
81089255,6480.01,PC,9.677,750.239554,3010.445952,122.694178,-43.853486,11.113,12.256,1.71,1.43,7459,290.96,1
101225566,6481.01,VPC,6.403,6.279652,3007.897962,155.55605,-14.052108,11.337,13.329,0.87,0.9,5159,15.16,1
189300053,6482.01,VPC+,17.465,1483.517506,1522.214136,141.929643,-24.965043,12.184,13.852,1.04,1.58,5782,351.24,1
355449539,6483.01,VPC+,6.019,5.2077,3007.257989,110.301147,-49.134963,11.163,13.353,0.82,0.78,4961,15.2,1
294394558,6484.01,VPC,3.853,18.245783,2989.462343,109.323333,-54.117448,10.791,12.845,0.84,0.78,5057,35.46,1
281286325,6485.01,VPC,14.493,17.018094,3013.556944,150.957079,-19.282539,12.491,14.023,1.04,1.26,5782,22.48,1
46772529,6486.01,SEB1,15.909,10.633225,3011.847824,141.722812,-7.579105,11.418,13.697,0.75,0.81,4678,22.9,1
37754672,6487.01,PC,9.818,14.13519,2994.435005,135.766673,-29.28069,11.294,12.698,1.32,1.54,6466,17.54,1
238124845,6488.01,VPC,3.911,8.085052,3010.258574,105.597291,-50.872355,10.781,12.502,0.98,1.02,5560,16.43,1
423445163,6489.01,VPC+,3.066,2.917882,3010.70579,157.820337,-18.808505,10.947,13.51,0.73,0.67,4593,11.61,1
118754987,6490.01,PC,12.305,7.842208,3012.251052,134.581968,-22.70095,12.234,13.701,1.3,1.53,6428,11.87,1
25212199,6491.01,PC,8.444,7.552041,2999.851216,143.525478,-34.038316,11.48,12.986,1.08,1.58,5936,10.51,1
47143972,6492.01,VPC,12.54,731.831973,2262.1237,145.012298,-10.977214,12.285,16.35,0.54,0.54,3556,511.52,1
445522339,6493.01,APC,3.376,3.066707,3007.949022,112.981409,-49.134757,10.56,14.165,0.56,0.57,3808,12.92,1
438376091,6494.01,PC,15.172,3.532789,3037.919088,142.372582,-54.433174,11.579,12.492,NaN,NaN,12376,5.39,1
36808091,6495.01,VPC,11.668,3.778168,3034.982322,150.719322,-46.374736,12.039,13.572,1.15,1.77,6118,6.06,1
374741750,6496.01,VPC,9.316,0.994222,3037.882769,151.048966,-60.126246,12.78,13.115,NaN,NaN,NaN,4.19,1
303426966,6497.01,VPC,16.829,2.143984,3035.301628,164.141812,-57.704443,12.225,13.585,1.46,1.44,6788,5.52,1
371596277,6498.01,VPC,12.042,22.509517,3031.276647,147.885087,-67.112916,11.636,13.837,0.82,0.84,4952,37.31,1
45881495,6499.01,VPC,10.155,9.044154,3024.214602,149.63769,-37.707528,12.576,16.517,0.56,0.57,3642,26.58,1
72806004,6500.01,VPC,7.755,4.415685,3038.185655,152.567611,-40.647475,10.957,12.39,0.99,1.1,5599,10.27,1
35973654,6501.01,NPC?,9.105,4.458179,3035.416251,149.365429,-42.861197,11.864,13.48,1.1,1.43,5973,8.21,1
75580659,6502.01,PC,15.415,5.071166,3030.946212,139.172212,-44.584837,12.005,13.636,1.65,2.43,7304,6.04,1
358838026,6503.01,VPC,13.602,3.953504,3032.665492,151.611148,-47.024265,12.027,13.453,1.17,1.98,6166,5.61,1
177257073,6504.01,PC,9.203,6.832808,3040.002324,102.292913,-76.24571,12.182,13.903,1,1.45,5657,10.43,1
376800517,6505.01,VPC-,12.014,15.895186,3020.4559,153.470495,-63.490089,12.227,15.785,0.57,0.57,3792,38.37,1
469008497,6506.01,VPC+,9.678,13.079585,3015.235883,144.065515,-49.245778,11.892,13.782,0.98,0.92,5555,25.19,1
54145416,6507.01,VPC,6.064,5.267165,3034.719502,160.602779,-30.249965,11.669,13.792,0.81,0.8,4930,14.76,1
142277868,6508.01,BD,9.99,18.992688,3038.984559,180.766406,-33.66535,11.827,17.18,0.17,0.21,3003,81.59,1
358164738,6509.01,PC,16.305,5.60224,3035.128051,139.106097,-63.641074,11.074,12.717,1.21,2.49,6237,5.68,1
361154154,6510.01,VPC,10.137,37.98781,2987.504092,143.692752,-63.735553,11.317,12.79,1.1,1.29,5983,37.97,1
303030789,6511.01,VPC+,9.421,21.596221,3001.825924,155.164293,-69.488376,11.788,13.248,1.11,1.09,6012,31.01,1
72542944,6512.01,VPC?,15.761,2.501102,3038.289329,151.587963,-39.092027,12.269,13.683,1.29,2.25,6421,3.75,1
29780740,6513.01,VPC+,9.921,2.42147,3037.851741,64.96129,-69.854262,12.793,16.707,0.62,0.64,3642,10.13,1
439618305,6514.01,VPC+,16.955,4.023676,3034.691388,143.524002,-54.905453,11.301,12.392,2.51,2.14,9833,6.76,1
101961987,6515.01,VPC,13.236,3.814937,3034.628679,153.714227,-43.515175,12.269,13.876,1.02,1.89,5709,5.47,1
446524637,6516.01,VPC,10.477,18.839279,3018.647355,155.886431,-52.953379,12.048,13.811,1.1,1.42,5972,21.73,1
5709314,6517.01,PC,6.069,2.618505,3038.98992,143.595741,-41.525801,11.468,12.941,1.32,1.04,6478,8.46,1
139314045,6518.01,VPC-,15.692,2.197894,3035.739125,151.834835,-53.343362,11.049,13.398,0.87,2.61,5147,2.6,1
188128470,6519.01,PC,13.776,10.397262,3026.546049,162.168884,-24.719462,10.089,12.58,NaN,2.47,4954,9.31,1
382688257,6520.01,VPC,19.344,7.601616,3029.644705,137.29051,-51.073958,11.614,13.311,NaN,NaN,NaN,5.51,1
382187347,6521.01,VPC+,12.346,3.581253,3033.08159,81.237617,-57.035471,13.096,16.338,0.58,0.58,3873,14.02,1
71674064,6522.01,PC,4.727,4.738348,3034.344843,156.403104,-32.592628,10.187,12.172,0.86,0.89,5109,12.75,1
167720788,6523.01,VPC+,14.005,7.809463,3033.568724,103.402731,-64.437465,11.957,13.378,1.1,1.33,5982,12.9,1
356921678,6524.01,VPC+?,16.069,0.851541,3039.991677,135.55714,-62.647023,12.163,NaN,0.54,0.54,3254,5.69,1
147193084,6525.01,VPC,15.335,731.354843,3018.452985,162.271151,-45.085541,12.386,14.152,1.04,1.12,5794,309.09,1
57694405,6526.01,VPC,7.675,14.747821,3026.901592,174.125584,-31.535078,11.451,13.302,0.87,0.96,5167,25.2,1
437774844,6527.01,VPC+?,14.274,5.389491,3037.607112,141.611648,-59.673419,12.539,16.957,0.64,0.67,3493,16.75,1
363417404,6528.01,PC,8.949,1484.193429,1551.974298,164.296571,-27.52363,12.13,13.962,0.99,0.8,5602,682.01,1
54238138,6529.01,PC,2.201,7.44764,3035.361451,160.949605,-33.154971,9.347,12.079,0.71,0.73,4526,19.53,1
49066806,6530.01,PC,2.907,5.332805,3031.360183,164.676792,-35.341128,9.47,12.36,0.66,0.7,4189,16.07,1
297853363,6531.01,VPC,16.815,4.416076,3037.428926,142.493283,-50.725218,12.1,14.161,0.88,2.32,5186,4.69,1
72542131,6532.01,VPC+,18.798,5.473689,3037.030104,151.681146,-39.710807,11.744,13.029,1.2,1.5,6229,9.27,1
464544047,6533.01,VPC,11.173,2.865636,3036.616077,156.61741,-56.545557,12.732,13.399,2.23,1.56,8849,7.12,1
459604398,6534.01,VPC?,14.252,3.454262,3035.270028,163.091041,-56.26391,11.75,12.734,NaN,NaN,NaN,6.16,1
46104747,6535.01,PC,7.558,20.83592,3020.202715,132.02348,-58.758554,10.969,12.119,1.48,1.71,6838,21.25,1
280647591,6536.01,PC,6.45,4.238029,3031.461041,144.358019,-48.275277,12.381,14.033,1.12,0.99,6030,11.62,1
80384677,6537.01,PC,3.784,3.647793,3033.390882,165.14059,-49.07725,11.129,12.779,0.91,0.94,5299,10.33,1
306248357,6538.01,VPC,9.55,5.718069,3037.150566,166.557972,-54.573255,11.12,12.401,1.2,1.83,6219,7.82,1
310497279,6539.01,VPC+,14.378,2.364595,3036.31622,152.680991,-48.272641,12.722,13.572,1.83,2.02,7743,4.53,1
142171554,6540.01,PC,10.675,4.51278,3035.449501,179.977856,-30.221616,12.429,14.228,1,1.25,5643,9.21,1
457337619,6541.01,PC,1.101,5.899146,3065.150815,157.24253,-58.793768,7.825,9.828,0.94,0.76,5419,17.7,1
255851356,6542.01,NEB,10.176,2.401859,3065.683162,198.582685,-59.692184,9.027,10.669,1.13,1.86,6071,4.22,1
390151888,6543.01,PC,3.549,15.55237,3067.846787,183.610784,-58.058635,8.363,9.948,1.03,1.18,5759,22.45,1
161738745,6544.01,NPC?,29.111,3.624948,3067.409044,190.158177,-48.140756,8.261,10.46,NaN,11,5008,1.03,1
72504017,6545.01,PC,5.599,5.617747,3067.553154,187.651742,-43.95357,9.022,10.255,1.24,2.48,6315,5.77,1
9385460,6546.01,KP,14.333,3.377961,3044.202478,191.702827,-24.42738,11.618,13.315,1.15,1.66,6113,5.98,1
915110182,6547.01,KP,18.224,1.432825,3042.540561,163.10117,-61.446902,NaN,15.849,0.73,0.82,4588,5.89,1
302212110,6548.01,PC,10.397,8.5473,3047.264124,132.767953,-69.344217,11.681,12.907,1.39,1.9,6619,10.34,1
290777444,6549.01,VPC+?,19.137,6.107958,3042.872392,84.859022,-52.933358,11.275,12.887,1.01,1.56,5681,9.04,1
133850380,6550.01,VPC,15.932,6.915387,3002.897395,121.454707,-41.135692,10.286,11.191,2.08,2.05,8403,9.53,1
166527623,6551.01,KP,9.38,6.959397,3044.634922,207.52616,-40.83585,8.287,9.79,1.03,1.34,5767,11.59,1
220460087,6552.01,VPC,13.584,3.27062,3017.528216,74.756592,-56.716102,11.649,13.046,1.1,1.53,5993,6.25,1
324422520,6553.01,PC,4.356,3.634249,3090.512031,209.162465,-61.182881,8.409,10.249,1.05,2.31,5829,4.38,1
94483093,6554.01,PC,3.614,2.614105,3089.671764,241.922391,-33.249352,9.224,10.778,1,1.46,5650,5.45,1
259606227,6555.01,PC,3.763,10.129888,3090.426135,223.628034,-68.384417,8.869,9.874,1.46,1.9,6802,11.78,1
179739873,6556.01,VPC+?,5.946,12.962325,3085.168154,213.667426,-41.559726,9.312,10.701,1.11,1.39,5996,17.3,1
141074654,6557.01,PC,3.445,12.538332,3082.161972,228.503231,-45.012133,9.032,10.429,1.11,1.23,6018,19.15,1
420529106,6558.01,PC,2.387,9.532706,3090.325874,216.133926,-52.831342,8.788,11.298,0.71,0.72,4504,23.49,1
313671132,6559.01,PC,6.164,733.379673,3071.107871,202.15822,-62.169895,9.188,10.619,1.06,1.22,5878,286.51,1
47667,6560.01,APC,8.191,17.205147,3086.740768,220.409376,-26.790749,8.381,9.682,1.32,1.63,6471,18.83,1
3728481,6561.01,PC,15.534,3.173933,3089.816641,245.224484,-38.690161,8.512,11.196,0.83,3.95,4999,2.16,1
368713985,6562.01,PC,17.361,4.094748,3071.647261,220.299824,-32.363319,10.972,12.335,1.24,2.2,6301,5.26,1
210441429,6563.01,VPC,19.938,2.405304,3069.195099,212.200578,-55.712283,10.532,12.226,0.96,1.85,5476,4.04,1
453668803,6564.01,VPC+,16.422,3.985446,3071.370156,205.817974,-56.156384,8.656,10.236,1.07,1.71,5904,6.33,1
392914193,6565.01,PC,6.174,0.877873,3069.279602,218.729497,-34.057131,10.766,11.85,1.19,1.46,6210,2.8,1
121560868,6566.01,VPC?,10.71,7.583785,3070.365899,225.706421,-40.167576,11.297,12.584,1.31,1.89,6457,9.38,1
366316586,6567.01,VPC,10.695,4.948612,3070.335763,219.042552,-34.495991,10.749,12.493,0.97,0.91,5524,13.26,1
253126207,6568.01,VPC+,18.684,17.436808,3068.759071,194.68421,-58.47671,10.258,11.431,1.25,1.48,6332,20.67,1
22560356,6569.01,PC,20.064,5.933718,3059.263218,184.801154,-46.780255,12.513,16.848,0.53,0.53,3322,20.93,1
73310180,6570.01,VPC,8.305,10.97998,3052.705385,190.438642,-45.743616,11.438,13.011,1.03,1.34,5754,15.7,1
243550555,6571.01,PC,3.815,11.537924,3062.22621,206.394538,-42.826252,10.074,11.368,1.05,1.01,5835,21.7,1
124617560,6572.01,VPC,14.24,3.646229,3062.895722,200.007203,-34.634927,12.261,13.976,1.02,1.84,5707,5.45,1
419503191,6573.01,VPC-,11.869,8.161848,3056.670983,191.301015,-55.318967,11.738,13.072,1.63,1.59,7238,12.61,1
464542805,6574.01,VPC,8.32,13.09531,3045.509051,156.512261,-56.329827,11.067,12.657,1.15,1.54,6103,15.94,1
272251987,6575.01,PC,4.71,3.304746,3062.603665,187.583307,-59.413122,11.446,12.711,1.39,1.3,6636,8.02,1
304363215,6576.01,VPC-,9.893,19.311142,3045.171715,164.927733,-58.659032,11.968,13.707,1.06,0.92,5850,33.65,1
144321743,6577.01,VPC,15.215,729.939175,3047.80824,189.630326,-41.47363,10.597,12.946,0.87,0.77,5137,423.48,1
144077896,6578.01,VPC+,2.119,2.754318,3061.045162,188.132647,-37.073787,9.984,14.349,0.54,0.54,3573,12.42,1
308010949,6579.01,VPC,13.056,3.473248,3066.773925,167.212212,-54.315125,12.58,13.847,1.57,1.63,7081,6.88,1
170627138,6580.01,VPC,9.894,10.960098,3061.735735,185.624211,-32.336836,10.768,12.571,0.99,2.04,5587,10.17,1
94012094,6581.01,PC,5.607,4.915667,3058.281391,176.397241,-50.566575,10.445,12.042,1,1.2,5656,10.13,1
438629686,6582.01,PC,14.453,19.650088,3030.55009,201.899315,-46.386821,10.773,11.227,2.26,2.85,8968,14.12,1
377771417,6583.01,VPC?,13.14,7.447404,3066.407061,154.698616,-62.793035,10.883,11.747,1.9,1.7,7936,11.72,1
374155286,6584.01,VPC,10.186,3.685075,3065.199093,149.911349,-62.975494,11.359,13.016,1.06,1.57,5860,6.53,1
162729620,6585.01,NEB,9.891,13.436491,3051.304076,170.889884,-45.64706,11.533,12.927,1.2,1.31,6229,19.25,1
363259409,6586.01,VPC?,12.024,5.095345,3067.268245,147.396715,-63.494053,11.211,12.467,1.22,2.34,6269,5.7,1
131312528,6587.01,PC,8.509,17.011683,3039.044084,191.679457,-35.418037,11.211,12.867,1.01,0.91,5668,30.87,1
289389326,6588.01,VPC,13.316,1.798886,3064.512133,202.239034,-56.78246,12.669,17.24,0.61,0.62,3458,8.46,1
91794828,6589.01,VPC,17.643,3.058955,3066.991139,171.473924,-53.31006,12.596,13.723,1.47,1.78,6821,5.67,1
72123144,6590.01,PC,14.522,7.091174,3064.240702,186.345709,-44.043249,12.532,14.077,1.08,1.37,5924,11.63,1
463868678,6591.01,PC,11.667,5.788159,3061.434997,154.896271,-57.071094,11.053,12.539,1.01,3.74,5668,3.64,1
398945279,6592.01,VPC,16.518,9.509895,3059.616028,190.637749,-34.090552,11.7,13.647,0.96,1.14,5478,16.33,1
241297273,6593.01,VPC-,9.485,8.432516,3056.002371,203.604286,-49.291082,11.732,13.578,0.91,0.98,5300,17.19,1
49411575,6594.01,VPC-,15.736,2.67581,3064.819932,205.608014,-29.800617,12.095,13.52,1.18,1.66,6171,5.15,1
361344753,6595.01,PC,3.226,7.513866,3064.504203,143.9459,-60.083721,9.732,11.707,0.87,0.89,5139,17.35,1
306249066,6596.01,VPC+,10.092,26.162212,3059.058585,166.728528,-54.738832,9.741,11.039,1.16,1.14,6139,34.3,1
131195882,6597.01,PC,6.92,0.909792,3065.943685,190.978334,-33.265915,11.904,13.775,1.05,1.09,5822,3.69,1
22452837,6598.01,PC,11.787,10.808956,3066.23955,184.349313,-46.17363,12.198,13.427,1.49,1.49,6876,15.78,1
166145361,6599.01,VPC,1.037,2.205917,3041.770755,205.9228,-40.0415,9.61,14.88,0.17,0.2,3075,19.59,1
325647810,6600.01,VPC+,4.184,3.803021,3091.633257,187.442003,-69.651907,9.881,12.181,0.84,1.01,5035,9.59,1
167573692,6601.01,VPC,12.144,32.544477,3131.942667,101.569023,-62.347801,12.428,17.39,0.37,0.38,3230,80.37,1
392027961,6602.01,CPC,5.909,1.584009,3094.284112,174.172064,-71.183837,10.608,12.943,0.88,1.72,5188,3.19,1
90048949,6603.01,VPC,14.651,5.015806,3090.855431,204.212686,-55.270457,11.996,13.634,1.6,2.37,7155,6.09,1
56884,6604.01,VPC+,13.51,3.917482,3088.668722,220.652777,-25.553909,11.359,12.655,1.32,1.54,6466,7.43,1
263207857,6605.01,VPC-,9.727,12.298125,3087.153755,230.389153,-66.264404,12.107,13.87,0.99,0.87,5614,25.65,1
242532142,6606.01,VPC+,15.314,2.5354,3092.591767,215.11661,-44.354295,12.137,14.061,0.97,1.34,5526,5.78,1
400968492,6607.01,VPC+,10.344,11.186091,3080.819178,167.585057,-69.345003,11.461,12.739,1.34,1.69,6520,13.76,1
366315051,6608.01,VPC+,13.286,7.314475,3093.589256,218.944668,-32.71931,11.619,13.674,0.87,0.99,5137,15.35,1
291668351,6609.01,VPC,10.671,12.94146,3083.77241,217.98558,-54.400613,11.983,14.025,1.05,1.01,5832,23.37,1
289076007,6610.01,VPC+,14.296,3.165154,3089.141513,224.57159,-49.27594,10.367,11.722,1.28,1.57,6396,6.27,1
403368444,6611.01,VPC+,12.704,6.556873,3111.963815,229.883777,-73.522565,11.265,12.727,1.16,1.36,6139,11.36,1
76706043,6612.01,VPC,14.018,2.32072,3092.286886,229.294977,-33.969255,10.017,13.118,0.69,1.2,4390,5.44,1
426904354,6613.01,VPC+,17.719,2.500131,3121.932395,237.006142,-66.810798,12.521,13.934,1.17,1.42,6158,5.76,1
149179763,6614.01,VPC,11.976,25.070998,3150.584875,81.699958,-65.289943,11.464,13.262,1,0.94,5624,38.42,1
145804834,6615.01,VPC,11.675,3.591138,3090.248705,230.134299,-45.541185,11.104,12.736,1.14,0.99,6094,10.37,1
349503728,6616.01,VPC+,12.566,1.123512,3123.871658,220.663863,-79.454092,12.876,17.163,0.57,0.58,3505,6.51,1
439381274,6617.01,VPC,8.3,4.315664,3093.414898,195.799649,-64.82209,11.091,12.63,1.42,1.56,6707,8.04,1
350432166,6618.01,VPC,9.205,35.789096,2997.460352,84.88594,-59.005766,10.553,11.934,1.2,1.9,6219,25.53,1
399195246,6619.01,VPC+,16.217,1.693017,3092.280152,163.507138,-70.892261,11.682,13.31,1.11,1.64,6010,3.78,1
241592217,6620.01,VPC-?,13.678,3.864762,3094.093286,207.195803,-53.575917,11.995,14.115,1.15,1.83,6119,5.95,1
374908396,6621.01,VPC,2.833,4.280785,3118.609288,88.963646,-65.507479,11.154,13.892,0.68,0.69,4354,14.17,1
260539542,6622.01,VPC-,7.368,37.857561,3075.149187,96.948969,-54.279504,12.335,14.011,1.1,1.17,5980,41.81,1
207937389,6623.01,VPC+,12.9,3.179166,3094.305669,207.421705,-57.149997,12.028,13.587,1.31,1.16,6452,8.62,1
443199889,6624.01,VPC+,11.022,10.303158,3087.460245,198.888515,-61.443027,9.874,11.868,1.28,2.01,6387,10.79,1
258409964,6625.01,VPC+,14.281,5.486384,3088.145466,221.805799,-68.521107,12.098,13.468,1.33,1.61,6498,8.92,1
148691985,6626.01,PC,13.859,1.286486,3092.410385,231.025133,-39.909304,12.236,NaN,0.44,0.45,3172,8.51,1
411463659,6627.01,VPC+,15.821,4.893469,3092.036359,179.587698,-68.71698,11.976,13.475,1.25,1.56,6332,8.39,1
75650448,6628.01,P,9.92,18.184189,3093.829735,225.83721,-35.230511,10.943,12.9,0.9,1.09,5265,25.75,1
160442729,6629.01,VPC,9.6,4.366467,3086.317717,223.135882,-38.861586,12.186,16.451,0.58,0.59,3598,15.8,1
312612366,6630.01,VPC,8.535,7.710323,3082.169307,210.847157,-51.927422,12.09,13.783,1.39,1.2,6617,15.26,1
457446242,6631.01,VPC,13.285,3.471482,3094.270096,206.352803,-57.331259,11.715,13.34,1.38,1.41,6604,7.6,1
292349703,6632.01,VPC?,11.262,5.87783,3085.934711,221.425789,-65.851268,10.482,12.338,1.09,3.34,5965,4.23,1
