TIC,TOI,Disposition,R_p,Period_p,Epoch_p,RA,Dec,H_mag,V_mag,M_*_TIC8,R_*_TIC8,Teff_*_TIC8,a/R*,N_pl
231663901,101.01,KP,13.187,1.43037,1326.009117,318.736981,-55.87178,11.465,13.043,1.05,0.89,5686,6.1,1
149603524,102.01,KP,15.525,4.411938,3187.916571,87.139956,-63.988427,9.008,10.213,1.28,1.21,6223,10.13,1
336732616,103.01,KP,13.292,3.547854,1327.25256,312.457438,-24.428796,10.719,12.433,1.27,1.28,6173,8.31,1
231670397,104.01,KP,13.624,4.087296,3150.608677,319.949611,-58.148876,9.073,10.468,1.16,2.22,5992,5.1,1
144065872,105.01,KP,13.703,2.184667,2084.58501,337.457199,-48.003087,8.628,10.092,1.03,1.24,5732,5.78,1
38846515,106.01,KP,16.429,2.849383,3201.638583,68.959732,-64.02704,9.715,10.798,1.44,1.77,6621,5.38,1
92352620,107.01,KP,20.54,3.950201,3176.993334,313.783108,-34.135572,8.916,10.051,1.14,1.71,6065,6.42,1
289793076,108.01,KP,12.109,3.044054,1328.08383,316.961466,-26.09666,12.052,13.911,0.95,0.81,5273,10.73,1
29344935,109.01,KP,12.287,2.76676,1326.127479,313.21548,-25.687338,12.129,14.052,0.93,0.98,5180,8.22,1
281459670,110.01,KP,14.917,3.17435,1328.039934,5.618692,-59.942551,10.826,12.283,1.03,1.16,5907,7.94,1
355703913,111.01,KP,13.087,2.106157,1326.105486,0.774485,-62.469342,12.139,13.857,0.95,0.94,5383,7.23,1
388104525,112.01,KP,13.852,2.4998,3069.773646,55.93344,-65.193856,10.612,12.314,1,1.14,5379,6.82,1
97409519,113.01,KP,14.757,3.372877,1327.053085,332.714323,-30.749674,11.419,12.724,1.17,1.06,6062,9.41,1
25155310,114.01,KP,10.514,3.28879,1327.519958,63.37389,-69.226789,9.659,10.994,1.01,1.24,5617,7.52,1
281541555,115.01,KP,10.551,4.742371,1329.903155,6.702439,-56.316124,11.993,13.783,0.96,0.88,5443,13.36,1
238176110,116.01,KP,11.951,2.79858,1326.688916,357.84526,-70.152863,9.838,11.98,0.81,0.91,4948,8.6,1
322307342,117.01,KP,16.475,3.586296,2063.655791,15.005889,-58.904757,10.985,12.312,1.02,2,6086,4.95,1
266980320,118.01,P,4.447,6.034467,3175.749118,349.556843,-56.903885,8.254,9.809,0.97,1.05,5527,13.13,1
278683844,119.01,CPC,2.044,5.541111,3189.428472,99.237983,-58.015237,8.125,10.07,0.86,0.82,5130,15.29,2
278683844,119.02,CPC,1.797,10.691727,3038.721177,99.237983,-58.015237,8.125,10.07,0.86,0.82,5130,23.7,2
394137592,120.01,P,11.471,11.535076,1332.082805,4.446408,-66.358985,6.09,7.79,0.96,2.34,5430,9.08,1
207081058,121.01,APC,15.36,14.774106,2074.32911,331.867232,-41.815456,9.137,10.385,1.14,1.23,6034,21.57,1
231702397,122.01,VP,2.635,5.078033,1329.118988,332.947,-58.9451,11.02,15.526,0.32,0.33,3421,25.35,1
290131778,123.01,P,25.024,3.308892,3175.035028,319.6994,-26.616077,7.048,8.324,1.26,2.62,6290,3.85,1
29831208,124.01,APC,21.296,1.842808,3042.199513,66.582618,-67.806508,9.885,11.848,0.92,4.09,5188,1.5,1
52368076,125.01,P,2.676,4.651719,3206.744249,23.594697,-66.67583,9.112,11.023,0.91,0.85,5251,13.34,3
52368076,125.02,P,2.627,9.154942,3202.049893,23.594697,-66.67583,9.112,11.023,0.91,0.85,5251,20.95,3
52368076,125.03,P,2.554,19.981571,3181.146579,23.594697,-66.67583,9.112,11.023,0.91,0.85,5251,35.24,3
70440470,126.01,KP,13.791,3.035398,1326.731096,339.489337,-35.153982,11.86,13.442,1.09,1.07,5911,8.47,1
234523599,127.01,P,10.326,3.795518,1325.650603,15.551099,-61.756001,11.972,16.437,0.44,0.45,3483,17.51,1
391949880,128.01,VP,2.317,4.940471,3175.86716,79.522476,-80.964663,7.018,8.44,1.13,1.13,6059,11.28,1
201248411,129.01,P,5.916,0.980972,3205.646862,0.187097,-54.830506,8.4,11,0.7,0.76,4486,4.83,1
263003176,130.01,P,2.296,14.339214,1336.557651,12.541184,-83.743964,6.673,7.94,1.23,1.14,6190,23.4,1
235037761,131.01,APC,16.151,6.240783,3173.338551,353.826767,-64.561769,8.024,11.082,0.65,0.9,4130,13.71,1
89020549,132.01,P,3.518,2.109685,1326.902893,338.39942,-43.436628,9.762,11.197,0.91,0.94,5277,7.13,1
219338557,133.01,VPC,1.923,8.199537,1327.280273,354.395739,-58.954636,8.286,11.551,0.67,0.65,4281,23.02,1
234994474,134.01,P,1.462,1.401518,1326.034032,350.0313,-60.0652,7.32,11.005,0.59,0.6,3837,7.39,1
267263253,135.01,P,17.067,4.126905,3174.637067,7.328937,-76.304075,8.651,9.595,1.46,1.59,6614,7.74,1
410153553,136.01,VP,1.517,0.462931,1325.724661,340.4921,-69.169,9.477,15.24,0.16,0.19,3030,7.22,1
176957796,137.01,FA,1.713,4.81738,2199.440315,101.297297,-66.238034,9.245,11.402,0.74,0.69,4536,15.72,1
277683130,138.01,APC,7.854,6.198266,3175.14238,328.926194,-61.673286,8.655,10.221,1.02,1.11,5593,12.87,1
62483237,139.01,VP,2.334,11.070858,1334.891563,336.402307,-34.909623,7.773,10.55,0.69,0.7,4405,26.37,1
140068425,140.01,APC,12.739,2.281343,1327.399828,330.301574,-49.060026,9.088,10.265,1.2,2.36,6154,3.29,1
403224672,141.01,P,1.723,1.008236,3178.671412,338.984609,-59.864489,6.501,7.95,1.04,1.13,5858,3.79,1
425934411,142.01,VPC+,12.601,0.853353,1325.485901,4.60579,-62.847886,12.731,16.641,0.59,0.61,3727,5.24,1
25375553,143.01,KP,17.304,2.310969,3155.87081,328.767654,-22.612566,9.163,10.251,1.34,1.95,6420,4.15,1
261136679,144.01,P,1.996,6.267832,3011.550653,84.291198,-80.469143,4.424,5.65,1.1,1.15,5925,12.86,1
265612438,145.01,VPC+,8.892,5.13002,2060.6424,333.174746,-55.978763,10.709,12.342,0.97,1.59,5441,7.82,1
355636844,146.01,NEB,13.474,6.30556,2080.90325,358.301495,-56.01304,9.765,10.444,0.95,4.21,5422,3.35,1
220435095,147.01,EB,35.408,3.4231,3185.36556,73.641434,-57.513549,10.974,12.568,1,2.61,5834,3.66,1
393940766,148.01,BD,7.408,4.86709,1327.32937,338.320677,-38.159717,10.897,12.398,1.13,1.15,5998,10.98,1
260985861,149.01,VPC,16.729,3.339943,1597.939863,76.635855,-80.768181,9.419,11.366,1.34,1.61,6098,6.44,1
271893367,150.01,P,13.889,5.857408,2995.645628,112.965653,-73.606153,10.045,11.39,1.1,1.68,5726,8.41,1
382302241,151.01,NEB,3.488,1.59782,1326.05013,83.348955,-58.745231,9.836,11.794,0.87,0.77,5075,7.18,1
403287048,152.01,NEB,8.334,7.00776,1327.92337,332.357821,-62.333998,10.534,11.948,1.26,1.25,6222,13.31,1
231081369,153.01,APC,12.42,7.631638,3069.867358,68.073647,-66.916366,10.958,12.217,1.18,1.49,6072,11.58,1
389525208,154.01,NEB,16.287,6.74657,1329.36085,313.261485,-38.59487,9.264,10.493,1.17,2.57,5978,6.16,1
129637892,155.01,PC,5.288,5.449975,3168.813769,321.114974,-37.850144,8.337,9.557,1.35,1.79,6256,8.05,1
220518305,156.01,SEB1,10.644,14.152,2128.64364,41.467255,-64.320724,9.559,10.721,1.21,1.28,5982,20.56,1
140691463,157.01,P,13.443,2.084543,1543.338324,73.701221,-76.680525,10.99,12.725,1,1.11,5379,6.21,1
403136413,158.01,NPC,12.844,2.51266,1326.37811,333.578639,-55.379022,10.392,11.878,1.15,2.21,5960,3.69,1
394657039,159.01,VPC+,17.331,3.762837,2382.232709,51.782016,-78.549839,9.835,11.021,1.53,1.59,6349,7.39,1
253917293,160.01,NPC,7.938,4.608,1327.37627,337.500659,-31.924254,10.362,11.738,1.12,1.27,5910,9.53,1
348770361,161.01,VPC+,4.642,2.768433,2388.787312,46.686073,-82.316391,10.56,12.492,0.94,0.98,5159,8.24,1
99493790,162.01,APC,15.62,7.764691,2078.393053,317.639656,-23.305696,10.62,12.367,0.97,0.99,5437,16.5,1
179317684,163.01,P,14.626,4.231117,1544.670293,79.768154,-71.895597,10.153,11.467,1.41,1.66,6297,7.42,1
79395355,164.01,NPC,8.34,7.31898,1328.33733,320.054165,-51.309907,10.644,11.772,1.15,1.23,6026,13.49,1
350743714,165.01,SEB1,13.402,7.757644,3203.584862,88.885933,-57.290593,8.842,10.1,1.38,1.46,6364,12.57,1
147203645,166.01,VPC+,9.148,5.061131,2065.316593,323.195894,-44.017794,9.697,11.328,0.94,1,5335,12.13,1
149990841,167.01,VPC,8.919,4.453185,2387.893848,90.662314,-64.819485,10.649,12.236,1.04,1.06,5654,10.85,1
369457671,168.01,VPC+,3.393,2.31446,1326.4928,311.643495,-37.904371,10.04,12.475,0.74,0.73,4597,9.16,1
183120439,169.01,P,11.054,2.255446,2062.718052,16.778347,-75.198878,10.896,12.355,1.05,1.3,5656,5.68,1
394698182,170.01,VPC+,13.951,3.711513,2387.008657,54.988549,-83.088582,11.103,12.557,1.1,1.22,5725,8.53,1
309257814,171.01,VPC+,12.19,1.238601,1570.408133,124.269511,-63.213478,10.334,12.145,0.88,1.11,4949,4.2,2
309257814,171.02,EB,7.66,1.813577,1569.773308,124.269511,-63.213478,10.334,12.145,0.88,1.11,4949,5.42,2
29857954,172.01,P,9.801,9.47686,1326.92242,316.631883,-26.69262,9.825,11.299,1.03,1.79,5626,10.65,1
270341214,173.01,VPC,11.987,29.753745,1333.410136,33.458316,-80.582809,8.231,9.32,1.41,1.47,6517,30.86,2
270341214,173.02,PC,2.632,9.170226,1329.295582,33.458316,-80.582809,8.231,9.32,1.41,1.47,6517,14.08,2
425997655,174.01,P,1.874,17.667169,3180.378105,55.459877,-62.767049,7.347,9.73,0.78,0.69,4696,38.02,5
425997655,174.02,P,1.613,29.797521,3157.951364,55.459877,-62.767049,7.347,9.73,0.78,0.69,4696,53.87,5
425997655,174.03,P,1.159,12.162332,3184.414244,55.459877,-62.767049,7.347,9.73,0.78,0.69,4696,29.64,5
425997655,174.04,P,0.759,3.976683,3203.017928,55.459877,-62.767049,7.347,9.73,0.78,0.69,4696,14.07,5
425997655,174.05,P,0.972,7.907622,3197.038739,55.459877,-62.767049,7.347,9.73,0.78,0.69,4696,22.25,5
307210830,175.01,P,1.386,3.69068,3039.150624,124.5319,-68.313,7.359,11.685,0.29,0.31,3518,21.25,3
307210830,175.02,P,3.086,7.450731,3039.154503,124.5319,-68.313,7.359,11.685,0.29,0.31,3518,33.94,3
307210830,175.03,VP,1.028,2.253113,3035.728304,124.5319,-68.313,7.359,11.685,0.29,0.31,3518,15.29,3
272086159,176.01,SEB2,12.394,16.155373,1649.291373,115.0034,-72.2077,11.265,16.39,0.3,0.32,3295,56.02,1
262530407,177.01,P,2.012,2.853102,3204.963281,20.4391,-46.7144,7.536,11.403,0.52,0.52,3735,13.11,1
251848941,178.01,P,2.548,6.557851,3196.437088,7.30125,-30.453734,8.761,11.955,0.68,0.66,4339,19.63,4
251848941,178.02,P,3.535,20.708504,1354.55219,7.30125,-30.453734,8.761,11.955,0.68,0.66,4339,42.24,4
251848941,178.03,P,2.281,9.961635,1362.954199,7.30125,-30.453734,8.761,11.955,0.68,0.66,4339,25.93,4
251848941,178.04,KP,1.515,3.238425,1356.107512,7.30125,-30.453734,8.761,11.955,0.68,0.66,4339,12.26,4
207141131,179.01,P,2.676,4.137438,1354.588198,44.262259,-56.192071,7.029,8.99,0.85,0.8,5081,12.8,1
51912829,180.01,APC,10.051,0.83539,1325.896392,14.2984,-67.496272,8.73,10.01,1.21,2.07,6191,1.92,1
76923707,181.01,VP,7.059,4.53205,1358.118263,352.171955,-34.491371,9.14,11.191,0.76,0.81,4753,13.06,1
76989773,182.01,APC,11.213,1.76918,1355.08255,353.294594,-35.463618,8.656,10.3,1,0.93,5596,6.65,1
183979262,183.01,EB,29.775,3.430756,2063.727306,21.649233,-72.749038,7.583,8.778,1.34,2.72,6412,3.88,1
300871545,184.01,EB,24.434,4.817068,3186.764732,117.65759,-70.533607,9.341,10.405,1.41,1.45,6346,9.29,1
100100827,185.01,KP,15.303,0.941453,3205.353322,24.354314,-45.677896,8.231,9.28,1.2,1.35,6378,3.19,1
279741379,186.01,P,3.102,35.613439,3202.210988,51.74676,-63.499154,5.524,8.08,0.73,0.71,4497,58.16,2
279741379,186.02,P,0.994,7.789773,3201.824941,51.74676,-63.499154,5.524,8.08,0.73,0.71,4497,21.11,2
260304296,187.01,APC,19.234,0.512581,2962.995091,94.615669,-57.013569,8.523,9.486,1.45,1.55,6664,1.97,1
280830734,188.01,APC,3.484,1.161953,1325.775309,44.555164,-70.760917,8.707,9.978,1.26,1.66,6297,3.03,1
278866211,189.01,APC,8.014,2.194061,3192.310521,100.807855,-55.24454,9.427,10.741,1.21,1.04,6052,7.28,1
166739520,190.01,KP,11.768,10.0206,2139.178447,36.775436,-50.284518,8.86,10.139,1.1,1.28,6064,15.84,1
183532609,191.01,KP,12.697,8.158726,3202.792714,359.900305,-35.03139,8.218,9.789,0.99,1,5557,17.06,1
183537452,192.01,KP,7.182,3.922712,3200.089939,357.879533,-39.906726,8.875,11.331,0.88,0.64,4655,15.79,1
183985250,193.01,P,12.97,0.792065,3206.061059,358.667547,-37.62802,8.153,9.783,0.93,0.98,5374,3.59,1
211438925,194.01,KP,16.014,4.899646,3198.831716,5.160559,-23.935731,9.417,10.675,1.16,1.5,6061,8.49,1
230982885,195.01,KP,14.271,2.07276,1355.490424,24.604344,-55.772082,9.07,10.57,1.01,1.13,5628,6.09,1
234519192,196.01,CPC,8.424,1.163037,1354.303731,14.551711,-64.761619,7.467,8.49,1.4,4.06,6571,1.28,1
441462736,197.01,P,8.357,14.278122,1357.014054,353.033649,-21.801397,6.149,8.15,0.85,2.9,5083,8.08,1
12421862,198.01,VP,1.478,10.215017,1356.3672,2.2682,-27.1221,8.143,11.688,0.44,0.45,3873,33.79,1
309792357,199.01,P,10.205,104.872964,3038.977062,80.105474,-59.895662,8.952,10.701,0.88,0.88,5147,102.13,1
410214986,200.01,VP,6.176,8.138222,1332.308323,354.914556,-69.195787,6.759,8.17,0.94,0.95,5560,17.53,1
350618622,201.01,P,11.447,52.978142,3177.324576,87.401712,-54.910734,7.923,9.07,1.31,1.33,6240,48.84,2
350618622,201.02,CPC,1.189,5.849238,3175.602477,87.401712,-54.910734,7.923,9.07,1.31,1.33,6240,11.24,2
355509914,202.01,VPC+,9.456,1.738669,1326.110175,15.524836,-59.087778,13.256,15.534,0.73,0.82,4581,6.68,1
259962054,203.01,FA,0.713,51.94509,2106.86029,43.0188,-67.6876,10.053,15.017,0.2,0.23,3230,147.94,1
281781375,204.01,PC,2.824,43.829786,1328.034407,12.975211,-59.343014,8.256,9.819,0.98,1.04,5553,50.15,1
281575427,205.01,CPC,2.276,4.252984,3189.141091,7.975187,-56.965111,8.84,9.921,1.2,1.45,6354,8.08,1
55650590,206.01,VP,1.533,0.736313,1325.542536,73.73719,-62.522369,10.282,14.938,0.34,0.35,3459,6.79,1
260271203,207.01,EB,28.015,5.649285,1330.097007,94.218078,-58.229816,12.652,14.095,1.18,1.28,6023,11.05,1
314865962,208.01,PC,2.123,22.45862,1335.989204,53.281311,-72.744226,9.352,11.092,0.98,0.98,5464,34.02,1
52204645,209.01,APC,2.315,4.37943,1325.884839,19.394306,-66.902497,9.552,11.671,0.81,0.74,4895,14.14,1
141608198,210.01,VPC+,2.151,9.010541,2338.99312,88.960448,-73.984659,10.258,15.366,0.31,0.33,3297,37.42,1
300293197,211.01,APC,7.627,6.563858,1329.256327,110.279641,-68.578384,8.56,10.129,0.97,1.09,5593,13.4,1
206609630,212.01,APC,4.484,0.335272,1325.490344,22.551,-59.5832,9.95,14.876,0.29,0.3,3301,4.49,1
234345288,213.01,VPC+,2.312,23.519905,3177.887219,38.886663,-71.624147,8.198,10.879,0.72,0.67,4457,46.09,2
234345288,213.02,CPC,1.136,7.756553,1328.442759,38.886663,-71.624147,8.198,10.879,0.72,0.67,4457,22,2
167415965,214.01,CPC,1.573,18.553701,3154.945542,99.460717,-70.932613,6.976,8.71,0.92,0.8,5418,35.94,2
167415965,214.02,PC,0.807,9.695961,3174.709658,99.460717,-70.932613,6.976,8.71,0.92,0.8,5418,23.32,2
231912935,215.01,VPC,3.083,26.28514,1334.396978,7.318019,-63.790619,9.648,11.026,1.02,0.96,5663,38.84,1
55652896,216.01,P,10.463,34.505932,1331.488563,73.980231,-63.260063,10.332,12.324,0.84,0.8,4905,52.51,2
55652896,216.02,P,6.484,17.389045,2340.904719,73.980231,-63.260063,10.332,12.324,0.84,0.8,4905,33.25,2
260043723,217.01,NEB,4.711,3.138588,3203.94664,91.608606,-58.953644,8.002,9.209,1.26,1.55,6293,6.28,1
32090583,218.01,PC,0.651,0.438481,1325.547997,58.42027,-68.739532,11.09,16.445,0.26,0.28,3278,5.44,2
32090583,218.02,VPC,1.802,8.352214,1328.408317,58.42027,-68.739532,11.09,16.445,0.26,0.28,3278,38.82,2
260609205,219.01,SEB1,31.966,4.461775,3184.852236,97.453901,-57.254837,11.867,13.292,1.19,2.24,6054,5.4,1
150098860,220.01,P,2.853,10.695308,3175.494403,91.799884,-61.996896,8.631,10.466,0.9,0.88,5346,22.38,1
316937670,221.01,NPC,1.257,0.62425,1325.342966,356.4904,-56.3447,10.063,13.82,0.39,0.39,3556,5.67,1
144440290,222.01,SEB1,8.679,9999,1376.544,359.161519,-44.719088,7.869,9.37,1.02,1.07,5697,1836.72,1
326453034,223.01,FA,10.355,14.445918,1355.95751,339.677665,-25.631723,9.08,11.119,0.9,2.75,5204,8.78,1
70797900,224.01,APC,17.18,705.584466,1365.843684,1.9774,-29.979,8.949,13.031,0.52,0.49,3689,551.61,1
47525799,225.01,STPC,5.524,9999,1355.118626,343.879737,-24.409619,9.67,12.061,0.8,0.71,4856,2547.51,1
47484268,226.01,NEB,4.902,9999,1358.500535,342.9664,-24.7875,10.22,15.46,0.38,0.39,3397,3637.77,1
2760710,227.01,FA,4.587,9999,1364.102069,356.5277,-16.6912,11.504,18.44,0.21,0.24,3192,4823.7,1
77044471,228.01,KP,13.747,2.686504,2089.518331,358.558713,-30.012999,12.335,13.957,1.06,1.18,5787,7.01,1
120610833,229.01,KP,10.926,3.126078,1354.773243,5.237503,-35.998265,10.365,11.801,0.91,0.87,5101,9.97,1
160074939,230.01,FA,3.625,13.340145,1366.329788,346.319044,-36.945536,8.131,9.17,1.36,1.46,6507,18.01,1
204376737,231.01,KP,12.74,3.361001,1357.394744,348.157236,-22.673953,10.445,11.907,0.93,0.82,5370,11.27,1
402026209,232.01,KP,14.854,1.338231,1355.184421,353.562839,-42.061409,10.842,12.483,0.97,0.89,5434,5.65,1
415969908,233.01,VPC+,2.021,11.670029,1365.261451,343.71,-18.9118,9.33,13.342,0.37,0.38,3671,40.85,2
415969908,233.02,VPC,1.706,7.201138,1359.471437,343.71,-18.9118,9.33,13.342,0.37,0.38,3671,29.61,2
12423815,234.01,VPC+,10.476,2.839279,1356.087715,2.568707,-26.2824,12.563,16.516,0.54,0.55,3725,12.55,1
280095254,235.01,VPC+,6.22,10.090259,1357.283835,46.196133,-73.396554,8.451,9.864,NaN,NaN,5870,18.21,1
9727392,236.01,SEB1,26.729,4.534451,1355.325711,358.444723,-10.884944,10.517,11.861,1.29,1.7,6302,7.38,1
305048087,237.01,VP,1.72,5.433729,1355.24981,353.2427,-29.4151,11.19,16.37,0.18,0.21,3231,34.78,1
9006668,238.01,P,1.571,1.273097,3205.747992,349.231362,-18.606628,8.767,10.748,0.84,0.77,5029,6.09,1
9725627,239.01,KP,9.852,4.156783,1356.962228,358.408542,-10.118057,10.283,11.915,1.27,1.39,6150,8.49,1
101948569,240.01,VPC-,3.612,19.472302,1360.114761,14.754696,-44.160832,9.056,11.795,0.67,0.7,4316,37.93,1
77031414,241.01,KP,12.981,1.386652,1355.195919,354.168219,-34.611234,10.084,11.15,1.03,1.08,5714,4.91,1
120585579,242.01,SEB1,18.247,6.340315,1357.778211,4.451491,-38.110851,11.656,13.046,1.19,1.13,6114,13.57,1
149010208,243.01,APC,25.668,3.437309,1356.617596,3.394055,-31.334372,10.93,12.174,1.31,1.95,6386,5.38,1
118327550,244.01,P,1.312,7.397194,1357.364692,10.570615,-36.718138,8.251,12.861,0.4,0.41,3490,28.91,1
154618248,245.01,CPC-,12.535,8.770902,3203.438659,345.77877,-33.500373,7.63,8.969,1.33,1.46,6431,13.45,1
158623531,246.01,KP,10.782,7.872894,1355.73229,24.168162,-50.659178,10.041,12.049,0.89,0.9,5013,17.81,1
160148385,247.01,KP,14.375,3.425256,1354.319774,1.046353,-47.360626,10.936,12.569,0.98,1.12,5523,8.51,1
201793781,248.01,PC,2.32,5.991057,1354.83865,34.683547,-54.859771,7.646,9.03,1.02,1.12,5849,12.46,1
179985715,249.01,VPC,2.27,6.615319,1359.541515,14.080413,-38.948683,9.503,12.531,0.63,0.6,4047,21.07,1
184240683,250.01,KP,12.962,1.628429,1355.508611,359.348992,-41.27715,10.65,12.147,1.02,1.09,5656,5.36,1
224225541,251.01,VP,2.827,4.937723,1357.305138,353.061818,-37.25589,8.498,9.887,1.04,0.96,5789,12.94,1
237924601,252.01,APC,5.016,1.002185,3041.401591,57.553578,-63.053777,10.389,12.458,0.85,0.87,4940,4.56,1
322063810,253.01,CPC-,1.329,3.510415,1355.622789,14.317859,-51.584652,7.541,10.77,0.63,0.64,4037,13.04,1
49687222,254.01,FA,3.284,20.186539,1360.073308,351.705496,-11.725416,8.973,10.263,1.15,1.02,5959,32.07,1
204317710,255.01,KP,12.066,2.812648,2090.083321,346.075057,-21.271946,12.768,14.386,1.01,1.01,5512,8.34,1
92226327,256.01,KP,1.844,24.737341,1399.928643,11.24711,-15.27129,9.092,14.15,0.18,0.22,3181,94.41,2
92226327,256.02,KP,1.566,3.777942,2141.100488,11.24711,-15.27129,9.092,14.15,0.18,0.22,3181,26.97,2
200723869,257.01,P,6.379,18.387708,2121.270086,47.516593,-50.832383,6.325,7.57,1.28,1.77,6052,18.03,1
350445771,258.01,EB,15.146,3.190157,1326.804271,85.46744,-56.740516,10.453,11.165,1.32,1.99,6458,5.03,1
12862099,259.01,KP,12.703,2.423823,1386.578118,3.903156,-11.938108,11.408,13.096,0.96,0.96,5378,7.77,1
37749396,260.01,P,1.984,13.475848,1392.294018,4.773193,-9.964846,6.71,9.9,0.63,0.62,4049,33.06,1
63898957,261.01,VP,3.045,3.363925,1383.915624,15.217632,-24.423907,8.272,9.56,1.07,1.28,6077,7.55,2
63898957,261.02,VP,3.188,10.21465,2117.778449,15.217632,-24.423907,8.272,9.56,1.07,1.28,6077,15.83,2
70513361,262.01,VP,2.067,11.145278,2136.576258,32.533514,-31.06986,7.051,8.91,0.91,0.85,5171,23.98,1
120916706,263.01,BD,9.687,0.55681,2116.147851,37.1081,-25.0974,13.45,18.97,0.44,0.44,3511,4.91,1
122612091,264.01,KP,18.254,2.21674,2168.12645,41.040001,-30.169041,9.724,10.868,1.03,2.66,6123,2.72,1
159951311,265.01,KP,9.344,5.924266,2169.574874,49.562227,-41.302145,10.575,12.456,0.87,0.85,5123,15.54,1
164767175,266.01,P,2.358,10.751011,1382.33384,26.209635,-18.400947,8.542,10.07,1.04,0.92,5649,22.59,2
164767175,266.02,P,1.739,6.19132,1392.104974,26.209635,-18.400947,8.542,10.07,1.04,0.92,5649,15.63,2
166836920,267.01,KP,12.744,5.75258,1382.20793,39.897688,-50.008005,8.129,9.475,1.14,1.71,6004,8.26,1
219253008,268.01,VPC-,7.674,5.066175,1385.127279,65.915985,-53.850952,8.719,10.636,1.05,2.17,5805,5.83,1
220479565,269.01,P,2.942,3.697717,1381.845549,75.846109,-54.177194,10.304,14.37,0.39,0.4,3649,18.47,1
259377017,270.01,P,2.407,5.660569,2198.961454,68.4154,-51.9562,8.531,12.603,0.36,0.37,3635,25.46,3
259377017,270.02,P,2.254,11.379565,1389.679336,68.4154,-51.9562,8.531,12.603,0.36,0.37,3635,40.55,3
259377017,270.03,P,1.184,3.360138,1383.733214,68.4154,-51.9562,8.531,12.603,0.36,0.37,3635,17.98,3
259511357,271.01,APC,2.806,2.475973,1382.231038,70.775334,-50.219614,7.673,8.929,1.15,1.33,6090,6.07,1
268766053,272.01,KP,12.432,3.309846,2140.875701,31.909198,-20.661837,10.474,12.591,0.82,0.86,4917,10.18,1
279740441,273.01,NPC,6.554,0.741859,1386.095087,51.504634,-64.548553,9.844,12.569,0.67,0.72,4309,4.19,1
281979481,274.01,NEB,2.874,0.541795,2362.157241,130.504849,-75.801512,9.329,11.214,0.87,0.81,5081,3.31,1
373844472,275.01,APC,8.683,0.919562,3041.96466,81.516837,-67.233034,9.752,11.915,1,0.82,4858,4.86,1
382188882,276.01,SEB1,17.072,4.800095,2328.579795,81.352974,-55.019917,9.94,11.073,1.3,1.58,6307,8.27,1
439456714,277.01,VP,4.256,3.993442,1385.036312,19.0772,-20.9522,9.767,13.632,0.52,0.52,3761,16.29,1
244161191,278.01,O,2.515,0.299039,1381.910527,4.8831,-5.9113,10.618,16.45,0.28,0.3,NaN,4.08,1
122613513,279.01,PC,1.853,11.470784,2168.429762,41.188507,-32.210889,8.984,12.035,0.69,0.73,4413,26.09,1
42054565,280.01,PC,2.45,10.184306,1383.488609,24.16871,-36.41367,8.975,10.615,0.95,0.78,5456,24.84,1
38696105,281.01,CPC,4.561,5.576536,1381.883169,66.1363,-60.129968,9.771,11.158,1.11,1.52,6066,9.02,1
29781292,282.01,VP,4.607,56.004506,3129.286313,65.238019,-68.102664,8.256,9.42,1.24,1.41,6224,46.89,4
29781292,282.02,FA,2.013,31.32312,2044.82593,65.238019,-68.102664,8.256,9.42,1.24,1.41,6224,31.83,4
29781292,282.03,VP,3.436,84.260764,1355.648726,65.238019,-68.102664,8.256,9.42,1.24,1.41,6224,61.56,4
29781292,282.04,VP,2.559,22.890986,3176.09556,65.238019,-68.102664,8.256,9.42,1.24,1.41,6224,25.82,4
382626661,283.01,VPC,2.017,17.617465,3165.693367,118.569575,-65.441521,8.554,10.41,0.9,0.81,5245,33.93,1
277103955,284.01,NEB,0.984,1.309067,3206.239013,84.25437,-66.791439,7.87,10.338,0.74,0.78,4658,5.82,1
220459976,285.01,STPC,3.17,32.332528,1361.663925,74.697149,-56.394049,10.328,13.813,0.62,0.64,3982,56.66,1
150030205,286.01,P,1.409,4.511722,3186.648831,90.983643,-60.666326,7.961,9.866,0.86,0.79,5116,13.77,2
150030205,286.02,P,1.854,39.361947,3155.028402,90.983643,-60.666326,7.961,9.866,0.86,0.79,5116,58.37,2
2758565,287.01,VPC,17.665,3.781568,2089.65573,356.283145,-17.44919,11.331,13.064,1.04,1.17,5728,8.85,1
47316976,288.01,STPC,9.065,711.747396,1364.461822,340.307731,-28.032666,8.347,9.359,1.35,2.02,6472,183.34,1
201292545,289.01,STPC,16.05,9999,1326.64586,2.900532,-56.599635,10.532,12.209,1.02,1.69,5690,1164.76,1
201233610,290.01,EB,36.748,21.05271,2097.43463,359.516493,-49.300827,11.998,13.615,1.02,1.73,5695,18.65,1
49710555,291.01,NEB,18.163,12.08837,2109.092,352.164392,-10.859586,11.42,12.943,1.08,1.34,5762,17,1
180285396,292.01,VPC+,9.658,10.36887,2088.963421,14.71391,-36.688369,11.715,14.382,0.7,0.79,4442,22.51,1
355637190,293.01,APC,8.058,0.805436,2109.911388,358.154472,-54.468865,10.15,11.514,1.11,1.4,5968,2.7,1
188570092,294.01,P,9.477,7.327945,2457.973621,339.026329,-16.999941,9.907,12.324,0.71,0.79,4503,17.97,1
