KIC,TIC,Vmag,VmagErr
7613620,270612012,15.797,0.206
3345675,137549549,16.037,0.172
4947556,169560572,13.447,0.114
7287028,275569674,13.382,0.069
8376848,271885517,15.533,0.092
7300182,272708009,14.445,0.114
9904006,272601590,13.635,0.103
7366501,240184194,15.133,0.149
7296438,271965368,10.132,0.005
9425139,268389395,13.512,0.08
7367164,275494704,14.737,0.103
7671950,158556212,15.248,0.092
9084778,159388907,16.009,0.206
7747103,159105623,15.288,0.092
10674871,271659054,14.912,0.15
11518201,351191565,15.544,0.16
9758032,164835816,15.738,0.103
6974658,274030932,13.552,0.057
9602613,273043474,12.01,0.028
10904004,48131791,14.713,0.137
9605552,273685642,16.28,0.183
2715695,137348756,16.136,0.183
5283728,138641842,15.901,0.16
5374838,138969475,15.704,0.252
6366559,137757298,12.805,0.069
6367663,137902578,14.515,0.16
6368905,138098637,15.924,0.652
6372194,377912610,15.94,0.195
6387557,170251921,14.88,0.046
5294945,168815345,14.715,0.126
3968809,139035260,14.67,0.149
3974928,184471383,14.253,0.15
4063943,138105197,16.183,0.217
4071638,139034698,14.046,0.103
5390913,171099410,12.177,0.028
5394585,171976306,11.892,0.025
5425643,377729751,15.736,0.16
5428199,120107519,14.59,0.2
6425377,120420984,13.636,0.057
6442735,137342352,14.127,0.126
6443093,351073128,14.606,0.126
6509282,121270759,13.685,0.092
6697817,270609457,14.333,0.08
4135912,120315200,14.542,0.057
4150972,122140820,12.324,0.038
5436455,121333398,12.575,0.092
5439000,121790138,14.022,0.114
5443320,122299923,15.668,0.378
6511182,121462911,15.819,0.137
6517064,159309341,14.778,0.172
6517200,159309398,15.703,0.183
6517255,159309388,13.878,0.114
1164301,137313529,14.215,0.092
1429589,122673909,13.297,0.08
1865864,122673202,15.768,0.092
4164511,138040834,13.029,0.092
4241238,120315348,13.717,0.08
5524229,121790416,11.64,0.018
5529385,122445928,13.523,0.092
6543192,169465142,14.595,0.126
6594945,158722718,13.116,0.092
2019199,137637766,14.638,0.114
2158460,122782645,16.208,0.069
4346339,120498930,12.768,0.046
6634112,268166705,14.341,0.092
6675757,158278509,14.15,0.24
2310993,138035770,15.918,0.195
2437653,122364425,15.576,0.092
2555080,120762767,13.71,0.114
4471313,138214989,16.02,0.046
4478142,138972690,14.537,0.137
4484179,184469654,13.134,0.103
5650930,171974705,12.435,0.08
5697395,121945947,15.019,0.126
6805414,268165885,15.55,0.069
6869373,270609921,15.188,0.32
6875342,271537053,14.037,0.229
6879183,272180195,15.712,0.126
4566848,138041926,15.833,0.549
5734702,171505850,12.337,0.057
2861298,138153893,12.406,0.16
4737848,121940748,13.288,0.103
4750962,137971741,13.989,0.08
5793275,137755778,14.806,0.16
5857656,120317720,12.864,0.069
5859725,120578386,13.098,0.092
6719052,274118974,13.784,0.08
6721603,268491782,13.41,0.092
6756369,164647540,14.102,0.08
6765563,158632074,13.992,0.092
6776555,159768233,15.275,0.045
2992634,137485528,14.611,0.114
3001955,138568145,15.724,0.15
3101178,121084378,12.304,0.08
3239171,137634731,15.992,0.24
4761427,184089481,15.988,0.183
4770798,169561191,12.636,0.08
4813750,237192084,15.885,0.149
4833409,122714252,14.049,0.103
5946568,121111999,12.943,0.08
5954894,122296419,12.638,0.04
5965629,138219791,15.754,0.103
6934045,158316820,13.535,0.114
6939913,158926323,15.146,0.115
7009548,123451672,13.003,0.042
3242039,138038118,13.921,0.126
3340165,122683946,14.076,0.08
3355104,378082998,15.925,0.115
4912650,121604023,15.153,0.16
4914221,121865674,12.796,0.103
5981058,169178035,15.497,0.057
6021840,237189356,15.585,0.047
6023571,120252559,13.864,0.057
6025174,399821899,15.039,0.206
3356156,138808189,13.518,0.069
3425363,120572117,15.923,0.08
3428127,120962288,15.633,0.15
3441795,122684271,15.644,0.126
4915582,121947500,13.125,0.126
4918303,122294188,15.696,0.183
4940376,184296264,14.055,0.16
6034379,121943375,17.968,0.047
6034834,121945246,14.316,0.092
6036286,394173057,15.617,0.052
6038152,122442881,14.487,0.149
6043490,137410374,13.543,0.092
6045404,137758946,16.007,0.138
3540873,122376876,14.926,0.057
3548645,137633976,15.737,0.058
4953262,171101926,11.805,0.057
6067545,170734456,13.119,0.172
6115356,121943529,15.666,0.08
3553900,138365585,15.303,0.08
5027859,184296194,16.126,0.515
5036052,169931443,12.865,0.069
6197658,122066445,14.915,0.137
6198670,122136745,15.234,0.217
3646449,137318669,15.689,0.138
3647097,351060980,14.894,0.149
3748239,351061327,13.763,0.126
3751118,137688472,14.681,0.092
5094412,122441010,15.938,0.549
5110453,138728042,13.991,0.069
5166811,120255410,15.778,0.15
6203955,137212325,14.489,0.16
6266866,120318394,11.199,0.01
3229150,122142813,15.484,0.15
11360805,351190880,14.97,0.114
3757521,138570344,12.557,0.08
3834728,120822818,15.282,0.069
5181299,122294767,13.991,0.069
5184144,122706882,15.783,0.137
6309307,170252465,13.101,0.389
3863877,138806430,15.479,0.092
5255259,120255204,16.06,0.137
6346894,120421392,12.424,0.034
6347890,120576995,15.385,0.217
6350031,120900016,14.399,0.126
6359881,122443583,15.182,0.126
6359929,122443568,15.382,0.115
3865815,139105136,12.696,0.069
3955444,351061971,13.392,0.057
9274092,158836624,15.497,0.114
9282853,63363427,16.182,0.652
9292100,272084132,15.282,0.183
9300066,274019503,15.883,0.172
10186761,123310495,13.944,0.126
10191449,164668538,15.125,0.012
10199984,158731082,13.381,0.114
7625138,272706788,11.405,0.013
8507586,272272509,15.307,0.126
8525101,184948833,13.755,0.08
8525286,185059475,13.435,0.103
9304976,269270474,17.111,0.038
9330740,158173222,12.765,0.092
9334027,158659943,14.608,0.183
9363944,268389518,14.051,0.114
10272858,159725993,11.266,0.024
10319834,123414106,15.218,0.103
10339000,62916739,14.48,0.103
7625143,272706766,13.119,0.069
7631138,273772533,14.275,0.069
7662502,164413654,13.596,0.114
7672215,158630209,13.319,0.057
7690782,271048150,14.396,0.126
8547213,158171827,15.311,0.126
8547537,158213677,15.75,0.252
8548454,158319556,14.907,0.137
9391817,352013982,13.12,0.08
9394953,158486882,11.265,0.016
9397862,158935172,14.023,0.126
10387792,164525284,14.25,0.149
10394802,158412743,15.799,0.046
10453009,164557145,14.015,0.092
10459749,158395040,16.195,0.126
7747091,159105604,15.352,0.15
7757620,270524312,13.579,0.137
8570210,271770120,13.791,0.103
8571421,271970425,14.977,0.069
8574794,272939314,15.017,0.103
8613769,158391593,16.106,0.286
9417931,272845853,13.491,0.092
9456887,158660257,14.821,0.217
10470779,63070665,14.837,0.183
10487228,273376720,15.983,0.08
10519727,164723504,13.727,0.114
10525077,158489091,15.592,0.115
10535708,63203637,15.741,0.263
7762153,271261135,15.285,0.103
7767781,272487428,15.501,0.286
7770901,273035623,13.619,0.046
8644545,273865804,13.614,0.069
8644911,273865846,15.658,0.412
8652997,239289739,11.274,0.011
8656535,185285807,13.149,0.08
9466486,63288964,13.384,0.103
9472328,271255205,15.951,0.137
9472341,271255182,16.529,0.183
9475697,272074951,11.338,0.018
9481235,273371179,14.188,0.137
10552151,273595982,14.819,0.092
10552263,273596059,12.449,0.08
10554421,274200752,14.687,0.126
10581308,123494489,13.902,0.126
7812990,158725763,13.807,0.15
7829836,270951576,14.532,0.115
7830953,271159335,15.834,0.16
7836096,272269828,16.116,0.355
7881464,158635514,14.154,0.046
8715589,239236595,13.882,0.069
8741367,158213354,12.465,0.046
9532603,270957160,17.151,0.046
9534832,271546665,16.422,0.24
9536727,272075171,13.837,0.103
9575728,352014265,15.09,0.2
10802364,27009969,15.132,0.137
10809888,351189042,13.863,0.103
10813078,28230054,16.486,0.572
10850327,399827109,13.118,0.103
10855545,299157012,16.223,0.069
10858504,290035560,15.204,0.092
7888863,159577686,15.548,0.217
7917068,268826424,12.826,0.046
8747910,159108107,15.015,0.08
8807988,158391906,13.744,0.08
8814872,159387339,16.231,0.183
9579606,158625967,14.55,0.137
9596820,271546758,13.481,0.046
10601163,63204085,14.284,0.092
10618044,273681243,14.01,0.137
10656842,298837764,12.732,0.046
10658177,158839521,13.393,0.092
10663976,350812413,14.363,0.114
7950158,158635705,13.305,0.08
8841297,268391970,13.63,0.103
8868481,164677815,11.241,0.011
8888745,240180525,15.958,0.309
8890417,270616095,14.038,0.149
9659022,271880662,15.442,0.252
9674789,239311740,13.573,0.137
9723746,272838001,15.355,0.115
10678912,272598843,15.684,0.024
10685764,416528397,12.508,0.057
10737437,27183790,14.205,0.126
10747162,28088545,15.844,1.133
7979297,273499084,14.914,0.069
8005002,351799930,11.755,0.046
8007174,123410543,15.901,0.286
8009811,164464085,11.506,0.046
8016650,158385024,13.707,0.103
8915379,185060933,15.574,0.092
8937555,164882636,12.565,0.08
8946267,159048607,15.57,0.08
9776907,271040990,17.269,0.046
9832379,63205808,16.075,0.138
10865043,26816929,13.883,0.103
10878117,28357788,15.235,0.081
10879899,267990703,12.486,0.08
10933306,28087476,14.793,0.195
8040308,271767124,15.573,0.16
8040457,271956318,14.956,0.092
8044083,272609249,15.805,0.217
8959240,270857144,13.72,0.126
8971044,273242639,15.197,0.08
9011877,158559007,13.822,0.08
9838582,271354960,17.865,0.046
9839030,271424691,14.766,0.103
7018210,158216313,13.719,0.149
8076215,351803777,12.736,0.08
8094942,159522615,14.857,0.114
8099517,63285444,14.019,0.069
8105719,271160137,15.886,0.126
9012244,158659328,13.955,0.069
9018021,159388632,14.759,0.137
9026007,275574220,14.772,0.092
9026248,270520431,12.654,0.08
9044060,274020682,12.997,0.046
9047416,268610964,14.53,0.08
9851638,268387130,15.979,0.32
9881660,158487890,16.028,0.046
9910043,274198308,15.644,0.092
7101726,158216284,15.234,0.08
7125794,270862960,12.959,0.092
7130612,271671969,17.055,0.046
8125917,239239042,14.546,0.046
8129333,184998685,16.876,0.046
8158429,158989996,15.425,0.069
8197176,184998290,17.495,0.046
8197406,185057547,12.525,0.15
9073549,164678125,15.522,0.115
9079671,158559197,12.833,0.069
9079767,158559104,14.538,0.02
9087853,159761807,15.976,0.206
9097470,271256468,15.811,0.103
9935983,164556407,13.916,0.114
9941136,158272852,13.934,0.172
9942658,158490583,14.959,0.126
7132462,271964599,13.719,0.046
7186436,158388745,14.792,0.046
7191523,158927190,14.079,0.16
8223445,158629044,16.132,0.32
9114614,268931174,14.75,0.114
9116510,239276839,15.405,0.024
9953491,63453480,15.893,0.138
9962595,272363671,14.854,0.24
9968924,273877278,13.55,0.103
9993683,123493467,14.706,0.057
7198587,159717412,12.962,0.057
7204233,240184537,14.916,0.126
7205717,270525748,14.002,0.069
7206422,270610916,11.625,0.023
7213311,271760442,14.117,0.046
8279146,123417138,11.007,0.009
8294683,159221403,15.749,0.16
8295087,159305028,13.544,0.092
8307489,271160797,12.122,0.028
9147012,158728787,16.352,0.263
9147029,158728715,15.494,0.252
9157030,63451405,15.943,0.492
9157523,240179925,12.552,0.069
9994381,164455576,15.637,0.103
10007916,159300712,14.929,0.126
7282470,63120112,12.632,0.057
7289139,270781924,15.594,0.16
8352009,279913846,14.348,0.126
8378278,272272013,15.804,0.183
9166700,272366788,11.169,0.046
9173014,273868242,11.369,0.013
9178894,269034784,11.218,0.013
10027861,273378474,15.312,0.183
10064591,158394448,13.332,0.092
10083325,271355688,13.468,0.126
10090854,273130070,15.945,0.217
10098540,269030429,15.597,0.172
7377343,271965698,14.531,0.15
7383840,273142174,15.739,0.046
7416016,351800638,14.81,0.126
7416306,123125465,13.78,0.137
7416646,123199287,13.036,0.126
7440715,159444215,14.805,0.217
8395870,185058719,12.466,0.057
8396288,185110897,16.467,1.133
8415353,164786289,13.804,0.137
8429817,159763790,14.125,0.069
8432249,63209326,14.231,0.057
8439618,271429577,15.577,0.16
9209981,158659779,15.084,0.183
9210738,158728937,14.13,0.114
9214176,159302758,12.227,0.034
9217583,159761539,12.367,0.206
9220614,63451647,14.593,0.229
9224514,270956244,16.138,0.172
9229807,272084378,16.136,0.298
10146103,270696670,14.671,0.114
7458743,271762321,13.88,0.069
7539277,271432895,14.597,0.092
11444772,377781616,16.109,0.115
11444974,377781561,13.795,0.149
11446961,399913996,14.039,0.137
11453930,350810419,13.167,0.114
11456256,424867477,12.373,0.069
11457664,26814184,14.545,0.114
11465658,351191415,15.653,0.183
11493378,48306409,14.169,0.08
11513366,27240462,13.924,0.069
11520114,28158618,16.185,0.046
11520465,28227500,13.91,0.103
11559493,26583244,15.67,0.298
11598638,267666929,13.836,0.069
11598894,48448367,15.649,0.16
11599937,279918597,15.195,0.115
11600299,377781269,13.27,0.114
11601425,405718068,15.037,0.206
11601633,243271755,14.349,0.137
11601972,399825798,13.431,0.16
11614808,27007614,12.969,0.092
11615258,27013196,14.747,0.195
11615521,27083462,13.256,0.126
11616434,27234616,15.967,0.069
11651240,279918702,13.111,0.069
11652427,405688222,13.232,0.126
11674709,28234215,12.276,0.057
11716643,27007316,14.838,0.149
11722217,27775937,16.941,0.049
11773174,351192504,11.777,0.034
11803074,279918978,16.066,0.126
11807906,298968615,14.101,0.103
11811382,406950348,14.059,0.092
11818566,27082772,15.848,0.252
11819396,27233191,15.083,0.378
11824578,27912615,13.423,0.08
11860294,416281989,12.836,0.069
11868941,27082583,13.838,0.126
11905398,243271134,15.893,0.343
11910670,416281813,13.993,0.092
11911929,406999863,13.515,0.08
11923213,27776586,14.277,0.126
11959893,416265806,12.696,0.069
11966643,26885796,13.692,0.092
12007270,298896915,14.008,0.092
12009917,416281664,13.423,0.069
12020376,27533154,13.868,0.114
12066767,27014703,16.149,0.046
12071775,27845077,15.262,0.149
12102775,243270752,15.617,0.252
12105086,298897096,13.277,0.114
12110901,26473676,14.607,0.08
12121701,27911525,15.698,0.183
12168895,27777611,14.637,0.103
12170767,27993654,13.401,0.172
12253490,299029223,15.55,0.114
12300524,399866371,13.22,0.092
12349560,399866283,16.082,0.183
12350136,399949628,15.042,0.103
10967168,399952224,11.989,0.027
10977671,26749762,14.405,0.15
10978581,26815665,12.508,0.057
10979952,27009500,14.011,0.15
10989620,28229538,14.592,0.206
10991389,28449691,15.098,0.183
12401859,298897813,12.476,0.08
12402588,298969976,11.42,0.014
12418418,27778479,14.062,0.092
12505590,299028681,15.708,0.046
12506986,299217760,12.402,0.034
10991431,28449655,14.913,0.092
11021266,399952134,15.695,0.195
11021676,399953501,16.278,0.24
11026582,406948587,14.503,0.16
11036168,27238966,15.271,0.115
11046723,416526998,13.666,0.103
12554212,299090027,13.726,0.114
12690465,416280004,13.888,0.08
12734110,299028117,15.211,0.103
12735793,416279880,12.191,0.032
11069681,48305766,13.652,0.103
11072982,350813182,13.758,0.103
11080702,267669678,14.305,0.069
11082795,350811400,13.923,0.172
11090926,27391761,13.87,0.092
11097752,28232115,12.286,0.069
11098704,28362077,13.787,0.092
11100170,264507783,16.035,0.275
11129145,399951909,13.88,0.092
11145391,27530141,14.824,0.183
11145637,27530133,15.862,0.058
11147785,27773672,12.597,0.057
11152511,28362513,13.694,0.114
11182213,399913523,15.374,0.024
11183752,298964721,15.933,0.149
11191364,424816272,15.982,0.252
11198419,27530405,16.017,0.103
11251991,27530419,10.962,0.009
11298442,26597793,13.173,0.069
11305417,27643046,12.729,0.069
11340218,405687606,14.931,0.149
11341266,399860321,12.894,0.126
11348610,417658279,15.767,0.195
11351454,424867194,15.661,0.08
11355925,27186238,14.332,0.126
11391512,48507118,16.226,0.767
11393248,405718580,15.672,0.103
11393633,243272143,15.197,0.114
11407847,27084151,15.638,0.355
11414368,27990564,15.207,0.092
8355178,158494321,15.873,0.24
8374077,271350315,16.008,0.24
8494783,63001346,11.947,0.023
8590149,185059528,15.317,0.206
3559935,139036554,14.627,0.08
3559860,139036617,15.906,0.092
6364582,137408775,13.043,0.057
5471158,169558074,15.869,0.08
10407086,63454618,12.973,0.092
2019477,137684059,13.486,0.114
8158127,158931258,14.634,0.092
2852810,137220309,12.743,0.08
8822421,275573755,15.563,0.115
4472818,138477646,12.802,0.092
8934103,164522561,15.551,0.103
9551430,239278642,15.744,0.092
3532985,121457384,11.875,0.04
10718726,405719849,15.087,0.183
3229028,394179406,13.086,0.114
5956656,122597885,15.986,0.013
9093086,270520098,14.769,0.126
9015738,159096688,11.626,0.017
7954278,159179539,15.503,0.035
9145861,158626827,12.299,0.069
9153823,159761678,15.653,0.195
10089911,272843289,13.495,0.092
3747817,137319097,15.203,0.057
8162789,159450616,14.289,0.481
5613330,394174221,13.36,0.137
3545840,137318531,10.857,0.008
3634051,121457557,13.563,0.114
6975129,274030824,13.01,0.057
9389245,164669854,11.25,0.014
9828127,159395366,15.124,0.286
5177859,121865123,13.439,0.126
3645438,137151626,16.076,0.138
4139254,120683917,12.019,0.025
10141900,63130782,15.965,0.298
4255944,122140710,13.191,0.057
9655711,271041461,16.092,0.229
5856571,120105003,13.483,0.08
8222395,158484449,13.579,0.126
8107150,271430816,13.845,0.103
4464394,137216641,13.511,0.114
4739229,122070826,12.731,0.08
8620565,159304258,14.895,0.138
4742420,122447762,15.589,0.15
9727765,273685050,13.254,0.08
9974142,269356465,13.886,0.114
9008103,158172722,15.15,0.069
11296045,26415442,12.977,0.092
5306984,171879429,13.084,0.092
10198662,158561428,11.901,0.046
4157325,137217372,14.166,0.092
10200627,158838665,15.437,0.126
8242769,271430330,15.63,0.549
10964440,377782430,14.646,0.137
5428657,120255013,0,0
5629353,377915723,14.754,0.092
10414727,271878008,12.984,0.092
4736569,121734006,16.004,0.149
4078157,184554469,15.307,0.046
5816144,170257633,14.338,0.149
11074835,399826741,13.562,0.092
5792202,137556626,15.822,0.069
6032730,121729614,8.609,0.002
6116172,122066443,14.097,0.092
11296437,26418690,11.675,0.02
11341164,399826239,12.307,0.092
11462969,27531332,13.999,0.08
6221385,184426431,14.49,0.126
11656928,299154269,12.959,0.08
7825899,275493574,15.506,0.115
6946681,159652665,12.321,0.035
6946708,159652738,14.469,0.149
11775507,28226547,12.198,0.046
11856178,399914697,11.78,0.046
6768394,158923465,13.95,0.137
10545066,271877680,14.064,0.126
7663405,164529393,15.647,0.217
11358389,27530849,14.771,0.08
5706595,137411225,15.467,0.024
12885212,267744730,15.727,0.275
3548044,137550286,13.997,0.206
8168187,63366291,14.505,0.069
9605514,273685548,15.104,0.149
9418619,273042650,10.414,0.007
7835312,271967356,15.516,0.149
9221517,275490034,13.896,0.103
11623629,28227113,11.27,0.018
10730703,26538999,15.319,0.092
7289317,270782121,14.898,0.114
7375348,271671025,11.592,0.021
1432789,137307173,15.427,0.08
12266636,27639443,14.429,0.069
7974634,272488531,12.266,0.057
8182107,272940868,14.623,0.114
8163784,159578585,14.689,0.172
5184911,137090755,15.554,0.035
6436029,159102744,15.987,0.08
7767162,272269239,13.864,0.126
9478990,272836943,14.355,0.172
11404644,26748546,15.421,0.16
8165617,63002131,12.451,0.057
8223568,158629002,11.6,0.015
9838804,271355080,16.203,0.069
9020114,159647219,15.097,0.103
7983117,268160366,12.128,0.057
11974540,27992902,13.282,0.183
7219825,272944990,14.129,0.069
9958962,271355361,15.021,0.058
1718189,122673489,14.478,0.126
8263187,240193568,17.659,0.046
9518710,158664977,12.041,0.026
8218379,164883912,14.866,0.172
5706592,137411248,15.43,0.16
8364232,159720814,15.934,0.103
6670742,164674459,9.199,0.003
6697976,270609412,15.022,0.114
7592529,158169985,11.95,0.027
7592922,158215406,15.63,0.206
7602351,159306933,15.101,0.114
8362974,159521852,14.805,0.172
9301564,268311667,14.067,0.114
10089123,272839370,14.399,0.195
8555967,159385594,14.85,0.16
3547760,137550141,15.026,0.195
3854496,137688700,16.12,0.241
3936061,399819457,14.952,0.103
3972432,184243809,14.651,0.126
5860347,120688913,13.376,0.103
6715997,273506717,14.558,0.057
6763884,158427089,12.28,0.027
6768616,158925786,15.223,0.137
8394475,239306591,12.714,0.069
9340411,159581619,13.226,0.069
10163067,268381536,12.726,0.297
11241560,407001378,15.571,0.08
11244571,26584013,14.007,0.092
11282568,48216037,11.625,0.034
11286311,350813593,15.117,0.172
8043638,272488625,14.863,0.08
11176166,48217852,14.593,0.16
1293379,122784048,16.065,0.309
4076061,184299454,16.237,0.046
5951140,121792151,15.258,0.114
5966732,138428320,15.897,0.298
6842345,164673717,15.807,0.275
6853172,158794691,15.401,0.195
6859546,159447294,15.405,0.046
7687365,270524453,15.489,0.206
7700500,273035393,16.225,0.046
8442795,272173987,15.156,0.069
8443812,272369729,15.411,0.114
9397900,158935241,12.868,0.069
9458266,158842040,14.097,0.092
10264293,158488619,15.759,0.137
10290021,273374617,9.978,0.005
11288492,399911517,14.554,0.137
11288772,399913745,14.029,0.114
11296724,26492594,15.735,0.206
1871483,137487738,16.057,0.08
2161949,351055067,14.739,0.126
5083138,120766619,15.874,0.183
5087223,121460327,16.196,0.595
5092799,122138967,16.378,0.058
6019971,390205911,15.412,0.126
6864706,63213486,14.954,0.069
6867219,240185221,15.259,0.309
6878408,271963831,16.165,0.115
7755741,63373833,13.646,0.104
9480398,273132618,12.709,0.103
9490342,239278374,13.932,0.114
9513168,164832632,17.228,0.046
12116489,27231753,15.067,0.126
11411639,27648122,15.881,0.126
2283362,120762362,15.926,1.133
2301068,122782423,12.931,0.057
2422820,120762676,15.615,0.092
4274071,377906475,14.809,0.172
4282390,184417715,13.867,0.183
5115688,184247369,14.138,0.126
6045093,137756381,15.047,0.08
6057750,184253453,13.632,0.103
8391983,269265780,15.645,0.08
6947623,159767666,14.736,0.126
7811211,158551257,14.786,0.092
7812893,158725856,16.025,0.252
7816935,159220032,15.247,0.172
7868967,123313746,16.33,0.2
8489260,159098034,15.864,0.126
10388451,164557802,16.654,0.343
10396708,158663092,14.899,0.069
11495989,279918401,14.714,0.149
11551652,399954374,11.389,0.012
2449245,137817515,15.442,0.126
2557350,120970827,16.236,1.133
4372620,138302074,13.539,0.092
5171707,121013577,15.785,0.263
6111011,121271424,15.577,0.183
6128245,138099572,14.831,0.057
6956176,270863495,13.719,0.092
7902204,271765742,16.015,0.332
8566113,270954112,13.131,0.114
9588862,63129380,14.687,0.069
9596064,271354265,16.322,0.126
9596892,271546746,15.898,0.252
10450504,123446096,16.01,0.137
10464199,159052053,12.162,0.037
11602794,399950981,15.7,0.058
5193439,138299638,14.646,0.206
5215508,170739287,11.432,0.014
6187508,120495756,15.316,0.057
6209225,138097360,13.957,0.126
7939761,123498549,14.328,0.126
8613446,158326749,15.668,0.115
8624860,63065753,13.851,0.057
8625408,63075084,13.11,0.057
8686442,159451983,14.996,0.137
8693536,270521354,14.369,0.069
9635520,164781040,14.281,0.114
9639106,158324905,15.718,0.08
9640123,158491162,14.065,0.103
10546063,272079612,15.836,0.016
11650543,48504247,13.503,0.069
11671646,27846648,15.012,0.022
11672354,27913217,15.892,0.172
2716979,137548150,13.409,0.092
2834463,120963278,14.402,0.103
4567118,138042106,14.326,0.126
5263167,121465281,15.615,0.332
6265961,120105549,13.774,0.092
7103300,158317157,11.403,0.013
8007675,123416719,12.052,0.069
9651602,63452763,15.427,0.08
10586619,352015839,15.158,0.069
11773625,27912739,13.567,0.069
2970670,120693645,14.019,0.092
2994092,137635516,16.078,1.133
8297017,159522005,11.088,0.01
5295206,168815461,13.913,0.114
6307000,169466191,16.263,0.869
6345758,120253642,15.041,0.114
8016692,158384933,13.137,0.057
8042644,272371388,15.389,0.103
8760760,271162374,15.644,0.183
8807057,158274926,13.621,0.069
9658089,271662432,14.866,0.103
9674320,239285928,14.866,0.183
9693803,164457469,15.859,0.058
10659624,299222403,13.599,0.103
10665228,26539075,16.008,0.298
11825996,28159618,13.352,0.092
11854636,405688635,15.721,0.126
11904704,405688807,14.97,0.172
6368222,138097803,13.597,0.103
6372268,377912676,11.564,0.021
7135549,272485013,13.969,0.08
8091197,159098985,13.999,0.114
8098960,63210175,15.509,0.08
8815279,159440581,15.647,0.583
8845552,239288924,15.762,0.183
9726452,273379700,14.914,0.035
9790965,268380075,13.539,0.126
9811915,123308870,15.972,0.355
10665749,26539181,15.559,0.092
10670112,270695280,13.54,0.092
10680424,28088207,16.277,1.133
5897826,169555898,13.242,0.092
3240158,137815803,14.984,0.046
2837111,121276933,14.958,0.046
3246867,377871739,14.813,0.092
3249334,138808477,16.028,0.126
3324069,120629011,13.381,0.092
4760959,184089424,15.995,0.058
4764969,184468710,12.445,0.092
4830859,122440425,15.124,0.137
5353938,121942019,15.86,0.069
5380812,184559498,10.86,0.008
6423922,120106078,16.56,0.2
6436505,394172196,15.811,0.08
8488381,158989386,14.045,0.126
8115647,273238577,15.103,0.103
8120820,268159777,14.943,0.034
8881169,159303598,14.793,0.172
8953278,63074285,15.65,0.16
9821428,158393971,14.903,0.092
9837013,270958153,14.922,0.103
10751908,264509419,15.521,0.115
10812541,28088879,15.468,0.252
12016243,26885539,15.512,0.149
11129738,298836607,15.986,0.252
4860678,169932440,15.119,0.114
7765528,271967039,15.084,0.092
5456979,138641224,15.883,0.126
5466109,184559770,15.434,0.103
7217088,272374738,15.231,0.069
8145958,164409950,13.395,0.092
8155654,158629205,15.303,0.092
8167504,63285703,14.479,0.08
8958811,270787441,13.649,0.126
8958939,270787347,15.517,0.103
10815677,28450337,15.841,0.092
10848097,279917186,15.092,0.206
10866969,27183456,15.239,0.126
12067960,27309290,15.458,0.069
6307083,169819920,12.341,0.057
7620413,271763415,14.886,0.092
11705004,399954605,16.173,0.195
2854181,351057636,15.4,0.069
5978559,360023295,14.976,0.183
6867555,275496016,15.391,0.138
3346543,137687381,14.173,0.114
3356193,138808368,16.163,0.081
7335514,123199429,13.579,0.114
8180290,272489243,14.507,0.114
9025739,275490554,14.916,0.103
9909965,274198319,14.585,0.08
9932197,123227470,14.414,0.172
10932270,27916189,12.348,0.046
12304728,416280904,14.478,0.08
7778767,268604100,15.846,0.195
9026749,270616541,14.196,0.149
10916600,267749620,13.377,0.069
6198182,394172692,12.123,0.08
5695396,121660708,11.493,0.016
6964929,272183546,15.003,0.137
3545626,137318624,15.28,0.069
3547178,137484253,12.434,0.069
3548622,137633880,14.716,0.15
4939265,184164081,14.324,0.092
8308516,271350074,13.341,0.092
5552808,239226764,12.082,0.025
5564082,171582005,10.703,0.008
6551106,171510535,15.48,0.069
6584278,164646426,13.912,0.08
6590726,158278645,15.35,0.332
7345335,352008077,15.027,0.16
8227086,159098724,15.832,0.229
8227464,159106766,12.976,0.069
9085039,159388851,13.918,0.172
9099773,271772308,15.092,0.24
9943009,158560942,12.788,0.092
9959093,271424281,13.381,0.08
11019739,243272826,15.755,0.378
8709688,274022334,15.152,0.114
2716801,137548281,15.96,0.229
11810124,416282121,15.421,0.149
9349757,271255614,15.35,0.103
9117416,239287963,13.103,0.069
3663494,184167983,15.629,0.172
4995716,120902222,15.908,0.103
5597361,258349075,14.831,0.069
5617510,122712267,11.189,0.01
6603765,159653696,15.613,0.252
7381580,272714552,15.27,0.069
8248103,272608399,15.121,0.16
8256882,268302875,14.14,0.092
8283875,164786550,16.191,0.115
9150870,159389344,15.655,0.183
10002049,158488159,15.472,0.206
10019854,271424136,15.068,0.115
11068630,48188449,15.75,0.081
11092783,27646878,16.687,0.069
12454800,298961802,13.947,0.114
12458817,406998693,15.528,0.092
12519942,27778713,14.982,0.08
12555616,267673361,13.914,0.103
7100673,279915941,12.734,0.092
3937814,120692095,15.353,0.263
4548098,121215807,12.696,0.069
3733638,121123521,13.647,0.069
3748855,137402010,14.981,0.137
3765692,184243125,16.035,0.309
5021432,378088143,13.818,0.092
5633259,184092585,15.267,0.08
5702770,122708167,15.085,0.149
6614748,270947931,15.382,0.298
6628926,273505256,14.281,0.114
6664842,123315911,14.586,0.126
6665064,123364486,15.223,0.069
6670610,164674454,16.047,0.057
7447895,63368247,14.874,0.126
7461521,272185288,14.822,0.103
7537660,271158269,13.282,0.057
9203154,164670196,15.828,0.332
9221627,275490004,15.07,0.103
10053138,123130509,13.87,0.114
10066755,158663760,12.428,0.08
