,name,disposition,period_p,period_p_error,epoch_p,epoch_p_err,duration,radius_p,a/R*,ecc,ecc_err,omega,omega_err,ecosw,ecc_source,mass_p,mass_p_err,predicted_K_p,mass_sigma_needed,current_mass_sigma,logg_p,teq_p,teff_*,mass_*,radius_*,met_*,RA,dec,vmag,hmag,Met*_KIC,KPF_30min_RVSig,Nobs_30m_KPF,logCtoO,mmw,FoM_trans,FoM_emiss,eclipse_depth,LastScheduledTransitDate,LastScheduledTransitSector,LastEM3TransitDate,LastEM3TransitSector,LastEM4TransitDate,LastEM4TransitSector
10,161.01,VPC+,2.7684331,5.5e-06,2459388.7873118,0.0011539,4.223,4.61938,8.24,0.024316414727985798,,242.70341182629974,,-0.011151426058164,SH,17.9,,8.497869823097627,2.0,0.0,0.9148421444735131,1270.8284365123973,5159.0,0.94,0.98,0.0,46.686073,-82.316391,12.492,10.56,,0.6789737710355362,0.07660675978671468,-0.26,3.513,0.3584284401254155,0.0006687270219145311,8.654637308270199e-06,2460905.8886506,95,-1.0,-1,2462129.5360808,13
11,166.01,VPC+,5.0611314751549275,3.9168817e-06,2459065.316593309,0.0005116646,1.5562414194691216,9.148430171144916,12.13,0.00879719630686347,,149.99296179393272,,-0.007618055103120556,SH,215.48,,83.64009531492928,2.0,0.0,1.401870304752661,1083.1510511029194,5335.0,0.94,1.0,0.0,323.195894,-44.017794,11.328,9.697,,0.38597269713330395,0.00025554381693494835,-0.26,2.393,0.413548922489588,0.0010648552122386572,9.261696834413236e-06,2460902.50731879,95,-1.0,-1,2461798.327589893,1
12,167.01,VPC,4.4531846,2.7e-06,2459387.8938477,0.0003729,1.687,8.919,10.85,0.0368450123514533,,104.67550967670019,,-0.009334480332879522,SH,197.55,,74.85452975791378,2.0,0.0,1.3862011990651315,1213.7407614250667,5654.0,1.04,1.06,0.0,90.662314,-64.819485,12.236,10.649,,0.6699878490146021,0.0009613442341552639,-0.26,2.402,0.26789244282818087,0.0012309648816871599,1.6597614107685945e-05,2460933.1489039003,96,-1.0,-1,2462095.4300845,12
13,168.01,VPC+,2.31446,1e-05,2458326.4928,0.00197,1.347,3.40668,9.16,0.052049205749036216,,285.1214847673331,,-0.013577895337925767,SH,12.88,,7.621242046326057,2.0,0.0,1.0364096742038338,1074.0185171165208,4597.0,0.74,0.73,0.0,311.643495,-37.904371,12.475,10.04,,0.60323464675949,0.07517999474034603,-0.26,3.971,0.34205199076914505,0.0003032961077025179,3.0893480333611866e-06,2459060.17662,27,-1.0,-1,2461800.49726,1
14,170.01,VPC+,3.7115129,2.2e-06,2459387.008657,0.0003683,2.685,13.941,8.53,0.01551000736385373,,31.504410822196334,,0.01322383131877435,SH,410.49,,159.12358886747734,2.0,0.0,1.3158712201800682,1386.0725973114054,5725.0,1.1,1.22,0.0,54.988549,-83.088582,12.557,11.103,,0.8179672895350587,0.00031709105335195776,-0.26,2.35,0.3519860525968598,0.004396422461787925,7.306332258666311e-05,2460905.0174331,95,-1.0,-1,2462129.8166901,13
15,171.01,VPC+,1.238601034605728,1.3787512e-06,2458570.408132645,0.00017813277,1.9048913439245037,12.18975624891876,4.2,0.04258929550269672,,107.8211310085178,,0.013034302052930156,SH,376.06,,244.06806934226273,2.0,0.0,1.3944235918371128,1707.5672265926557,4949.0,0.88,1.11,0.0,124.269511,-63.213478,12.145,10.334,,0.5321506231753667,5.704642914421547e-05,-0.26,2.35,0.5446778499190091,0.02554606858639733,0.0002979367485064646,2460906.409683911,95,-1.0,-1,2462073.17185851,11
16,175.03,VP,2.2531134,1.5e-06,2460035.7283036,0.0006774,0.909,1.01428,15.29,0.005049734959715178,,306.36373158901426,,-0.0029940346555797494,SH,2.07,,2.3046663237011042,5.0,0.0,1.294811114416883,636.1757267177671,3518.0,0.29,0.31,0.0,124.5319,-68.313,11.685,7.359,,0.2597732483058375,0.9528707629562443,-0.26,4.352999999999999,0.5785169411791088,3.6983016255916e-06,1.0959792414223346e-08,2460932.4674368002,96,-1.0,-1,2462101.8332914,12
17,181.01,VP,4.532050172920823,2.9879789e-06,2458358.1182630304,0.00022718913,2.375442507945184,7.059079907936461,13.06,0.0008675045449410677,,156.75207876585625,,-0.0007970679743785913,SH,60.59,,28.113764757503937,2.0,0.0,1.0760612492236628,929.9963155915095,4753.0,0.76,0.81,0.0,352.171955,-34.491371,11.191,9.14,,0.3174473859257895,0.001529983486057378,-0.26,2.614,1.046156721733756,0.0004229072514298064,2.8460670798562256e-06,2460932.3227612493,96,-1.0,-1,2461829.6686954875,2
18,198.01,VP,10.21501679266565,5.243623e-05,2458356.367200476,0.001527935,1.968306553573122,1.4777754128763116,33.79,0.007825513434327558,,100.79221403940588,,-0.0014653104029939132,SH,5.37,,2.7358857653587068,5.0,0.0,1.3819139055529772,471.12744386569244,3873.0,0.44,0.45,0.0,2.2682,-27.1221,11.688,8.143,,0.35281279631292284,1.247251401032591,-0.26,4.5760000000000005,0.16070381430350827,1.6598634419185867e-08,7.057848955356391e-11,2460930.5514322277,96,-1.0,-1,2461829.4729099823,2
19,200.01,VP,8.138222177243811,3.0412186e-06,2458332.3083227514,0.00027840625,3.2797025058529177,6.175768156206336,17.53,0.12516464871385047,,104.04948997327455,,0.2731448697306369,SH,33.48,,11.18006563859019,2.0,0.0,0.9345599745478967,939.0070127503285,5560.0,0.94,0.95,0.0,354.914556,-69.195787,8.17,6.759,,0.09149492357499879,0.0008036862475090238,-0.26,2.874,2.533787355767047,0.0005563529598034186,1.2506920890829975e-06,2460903.9865307603,95,-1.0,-1,2461799.1909702574,1
20,201.02,CPC,5.8492379,3.93e-05,2460175.6024772,0.0076201,3.257,1.18919,11.24,0.018112856936833056,,284.6507043062307,,0.004581205942351893,SH,3.48,,1.031798897139115,2.0,0.0,1.3822332397855168,1316.092566701945,6240.0,1.31,1.33,0.0,87.401712,-54.910734,9.07,7.923,,0.16948322422239773,0.323775931938628,-0.26,4.429,0.04724977847587672,7.069692226343353e-05,2.716442443353257e-07,2460930.1541663,96,-1.0,-1,2462129.2479358,13
21,202.01,VPC+,1.7386694511856895,5.1822353e-06,2458326.1101748315,0.00069820596,1.1898354000812608,9.455763004404956,6.68,0.0020382127206662252,,315.9045709444917,,-0.0014638073091085854,SH,241.6,,158.47792370153215,2.0,0.0,1.4228602654773959,1253.305838154477,4581.0,0.73,0.82,0.0,15.524836,-59.087778,15.534,13.256,,4.496243237782274,0.009659247541479109,-0.26,2.381,0.13677621132910886,0.0013566947243659946,6.076900649931763e-05,2460932.375682159,96,-1.0,-1,2461829.5291189705,2
22,204.01,PC,43.829786250694745,0.00014581934,2458328.0344071933,0.003417679,4.301139167870966,2.824386328941156,50.15,0.0425462188795354,,79.53830935599218,,-0.007725459739275251,SH,10.97,,2.018450391694017,5.0,0.0,1.129514919102958,554.4689194644222,5553.0,0.98,1.04,0.0,12.975211,-59.343014,9.819,8.256,,0.19621563630183292,0.7087487883906655,-0.26,4.36,0.12056951519603629,7.796051210150915e-08,3.4920036036851914e-10,2460913.991795984,96,-1.0,-1,2461790.587520998,1
23,206.01,VP,0.7363132199311958,4.7654476e-06,2458325.542535728,0.0002835781,0.6736853322649724,1.5332682138574274,6.79,0.01549946400488134,,210.2378736636975,,-0.013390639587350768,SH,5.69,,8.272742055176549,2.0,0.0,1.375032494450207,938.6434999665503,3459.0,0.34,0.35,0.0,73.73719,-62.522369,14.938,10.282,,1.4238284774287993,0.35546564162430805,-0.26,4.184,0.22785724623385922,0.00014967858505913426,1.7043534695412213e-06,2460932.8276475044,96,-1.0,-1,2462129.336629892,13
24,208.01,PC,22.458619597001977,8.177223e-05,2458335.9892037436,0.0036366675,7.198971947103324,2.1229457616631655,34.02,0.00354726350830211,,172.68883655654417,,0.00351842307346909,SH,8.48,,1.9481035436766816,5.0,0.0,1.265674547788419,662.4125290274791,5464.0,0.98,0.98,0.0,53.281311,-72.744226,11.092,9.352,,0.3494590955639002,2.413403220070548,-0.26,4.265999999999999,0.05498246172352067,4.0111849753777474e-07,2.976272488261558e-09,2460918.730457399,96,-1.0,-1,2462109.03729604,13
25,210.01,VPC+,9.010541366953657,9.414113e-06,2459338.9931203956,0.004372806,1.8443264188546125,2.1513682163289944,37.42,0.011309909385141493,,305.37115380473574,,-0.006546975319019387,SH,8.59,,5.763523118014859,5.0,0.0,1.2597201603288035,381.11150348235975,3297.0,0.31,0.33,0.0,88.960448,-73.984659,15.366,10.258,,1.616474418731401,5.899603935863868,-0.26,4.578,0.1759734998001678,4.800157437565789e-10,5.405744085007002e-12,2460924.8484009793,96,-1.0,-1,2462123.2504027844,13
