,Unnamed: 0,name,disposition,period_p,period_p_error,epoch_p,epoch_p_err,duration,radius_p,a/R*,ecc,ecc_err,omega,omega_err,ecosw,ecc_source,mass_p,mass_p_err,predicted_K_p,mass_sigma_needed,current_mass_sigma,logg_p,teq_p,teff_*,mass_*,radius_*,met_*,RA,dec,vmag,hmag,Met*_KIC,KPF_30min_RVSig,Nobs_30m_KPF,logCtoO,mmw,FoM_trans,FoM_emiss,eclipse_depth,LastScheduledTransitDate,LastScheduledTransitSector,LastEM3TransitDate,LastEM3TransitSector,LastEM4TransitDate,LastEM4TransitSector
119,4254,KELT-8 b,KP,3.24406,0.00016,2457986.46737,0.00026,3.6774272,18.15858,5.9,0.04,0.05,85.0,87.0,0.0034862297099063,SH,209.7678,38.1396,104.31186156060706,10.0,5.5,0.7947315489224079,1675.0,5754.0,0.81,1.46,0.27,283.3054489,24.1272483,10.845,9.269,,0.33897810228806846,0.0031680873757905757,-0.26,2.483,2.8287007720811825,0.035652281809324,0.0002546169612426,2460529.8104100004,81,2461639.27893,26,-1.0,-1
120,4891,Kepler-536 b,KP,1.827082299,4.44e-07,2455003.525764,0.000193,1.95666,3.1,7.3464,0.0,,208.93928345327456,,-0.0,SH,11.86,,6.558241656512377,10.0,,1.0825177942565654,1877.0,5524.0,0.92,0.89,0.0,297.7363605,49.637101,14.032,11.988,,1.7849652781560243,22.223167970797846,-0.26,4.0649999999999995,0.1310907061632941,0.0015230204300035,3.804571314039486e-05,2460583.435105146,83,2461343.50134153,15,2462185.786281369,15
121,5065,Kepler-78 b,KP,0.35500745,8e-08,2454953.95984,0.00015,0.814,1.201,2.7,0.0,,90.0,,0.0,SH,1.68,0.27,1.7920981901277575,10.0,6.222222222222221,1.0573797598169177,2223.0,5058.0,0.779,0.7475,-0.18,293.7419543,44.4482521,11.717,9.675,,0.4371605548685077,17.851700388031087,-0.26,3.415,0.3120282405588254,0.0023437835069185,2.017982955930227e-05,2460558.46245315,82,2461344.8039549,15,2462186.8816263,15
122,5218,LTT 9779 b,KP,0.792052,9.3e-06,2458354.2143,0.00025,0.466,4.72,3.877,0.0,,90.0,,0.0,SH,29.32,0.78,24.12002038307741,0.0,37.58974358974359,1.1104364615977815,1978.0,5443.0,0.77,0.949,0.27,358.6688767,-37.6282237,9.79,8.153,,0.18752017752695918,0.018132676969668676,-0.26,3.599,1.1458343745242434,0.0237726798285927,0.0001015495822832,2460933.135612,96,-1.0,-1,2461830.530528,2
123,5238,NGTS-4 b,KP,1.3373508,8e-06,2457607.9975,0.0034,1.8,3.18,4.79,0.0,,0.0,,0.0,SH,20.6,3.0,14.483690684537544,10.0,6.866666666666667,1.300169473297155,1650.0,5143.0,0.75,0.84,-0.28,89.5988945,-30.8117992,13.138,11.139,,0.9559191725549111,1.3067879354279688,-0.26,2.852,0.1694095120493913,0.0016157412115125,2.730057551385269e-05,2460689.2537432,87,-1.0,-1,2461939.6767412,6
124,5406,TOI-1853 b,KP,1.2436258,1.5e-06,2459690.742,0.0006,1.19,3.46,,0.03,,42.70795414826748,,0.0220446132546658,SH,73.2,2.7,49.02401636616146,0.0,27.11111111111111,1.7775153763697056,1479.0,4985.0,0.837,0.808,0.11,211.4593468,16.9923703,12.178,10.175,,0.5470338055484498,0.03735354366239575,-0.26,2.682,0.0986169792160727,0.0018631562472899,2.019525201464336e-05,2459690.742,50,2461562.398829,23,-1.0,-1
125,5407,TOI-1855 b,KP,1.36414864,5.1e-07,2459243.19743,0.00029,1.194,18.49481816,4.95,0.033,0.038,-100.0,120.0,-0.0057303898630087,SH,360.09958513,30.51152707,209.41224157137117,0.0,11.802083334074172,1.013478982491122,1701.0,5359.0,0.987,1.041,0.399,205.3539534,17.6868719,11.197,9.62,,0.3610672747022355,0.0008918532095216513,-0.26,2.439,3.012079507853909,0.0772023677443302,0.0006480829858592,2459690.63818392,50,2461562.250118,23,-1.0,-1
126,5412,TOI-1937 A b,KP,0.94667944,4.7e-07,2459085.91023,0.00012,1.377,13.97759893,3.85,0.0,,174.34476941824914,,-0.0,SH,638.83509807,54.03082919,396.7334574263271,0.0,11.823529411764705,1.5056801119351773,2097.0,5814.0,1.072,1.08,0.196,116.3707214,-52.3832587,13.18,11.324,,1.184852617426682,0.002675791471347698,-0.26,2.35,0.3975024538889729,0.0423018561457643,0.0007783222108644,2460746.38596776,89,-1.0,-1,2462017.77645568,9
127,5447,TOI-2196 b,KP,1.1947268,7.9e-06,2459036.5126,0.0019,1.504,3.51,4.61,0.0,,90.0,,0.0,SH,26.0,1.3,15.34265905419876,0.0,20.0,1.3155156079360366,1860.0,5634.0,1.032,1.043,0.14,312.3400744,-70.4850723,12.297,10.452,,0.6909043238884159,0.608353215025909,-0.26,3.423,0.1508805403426597,0.0026574229676214,3.272357052581227e-05,2460879.9760523997,94,-1.0,-1,2462130.855012,13
128,5454,TOI-2260 b,KP,0.3524728,4.7e-06,2458928.239,0.0007,0.578,1.62,,0.0052280251141927,,175.0510714309279,,0.0052085349836257,SH,6.17,,5.623139663442338,10.0,,1.3624116278448466,2609.0,5534.0,0.99,0.94,0.22,247.6669998,49.0467891,10.474,8.776,,0.26978489325412675,0.6905557868406067,-0.26,3.896,0.2052140560868092,0.006164302392697,3.508196695031138e-05,2460423.4286176,77,2461615.8441,25,-1.0,-1
129,5493,TOI-2580 b,KP,3.39775,2e-06,2458839.4534,0.0005,8.38,17.37392009,,0.08,0.04,114.0,30.0,-0.032538931446064,SH,200.23189641,25.42627256,70.63016719198167,10.0,7.874999999999999,0.8128941141545928,2410.0,6120.0,1.33,1.81,0.26,62.1992072,67.1165264,11.419,9.931,,0.5116965839997386,0.015745839545519415,-0.26,2.35,1.8927795279978024,0.0695820299879741,0.0006740577319029,2460660.6474,86,2461448.9254,19,2462288.16965,19
130,5514,TOI-3071 b,KP,1.266938,2e-06,2458594.608,0.002,1.85,7.16,4.11,0.09,,85.07546991245738,,0.0077259133258404,SH,68.2,3.5,34.146909078248676,0.0,19.485714285714288,1.1151148229376346,2155.0,6177.0,1.29,1.31,0.35,173.2790517,-56.5033871,12.383,11.066,,0.8555507518019186,0.18832588321891297,-0.26,2.838,0.3259828747814611,0.0084863032904836,0.0001386495769794,2460773.74136,90,-1.0,-1,2462044.480174,10
131,5517,TOI-3261 b,KP,0.8831331,1e-06,2459112.40036,0.00063,1.618,3.82,4.333,0.0,,0.0,,0.0,SH,30.3,2.2,22.31309093139335,0.0,13.772727272727272,1.3084723955757545,1722.0,5068.0,0.861,0.849,0.138,47.7285242,-73.531972,13.261,11.271,,1.0266231608671752,0.6350733664284127,-0.26,3.2780000000000005,0.1669952347760578,0.0027657183372906,4.966014109789875e-05,2460933.4208122,96,-1.0,-1,2462131.8324289,13
