,Unnamed: 0,name,disposition,period_p,period_p_error,epoch_p,epoch_p_err,duration,radius_p,a/R*,ecc,ecc_err,omega,omega_err,ecosw,ecc_source,mass_p,mass_p_err,predicted_K_p,mass_sigma_needed,current_mass_sigma,logg_p,teq_p,teff_*,mass_*,radius_*,met_*,RA,dec,vmag,hmag,Met*_KIC,KPF_30min_RVSig,Nobs_30m_KPF,logCtoO,mmw,FoM_trans,FoM_emiss,eclipse_depth,LastScheduledTransitDate,LastScheduledTransitSector,LastEM3TransitDate,LastEM3TransitSector,LastEM4TransitDate,LastEM4TransitSector
5327,5327,TOI-1422 b,KP,12.9972,0.0006,2458745.9205,0.0012,4.52,3.96,22.72,0.04,0.05,153.0,20.0,-0.0356402609675347,SH,9.0,2.3,2.481293647845382,5.0,3.91304347826087,0.7500086304851671,867.0,5840.0,0.981,1.019,-0.09,354.240829,39.6392793,10.622,9.275,,0.3172175070364749,1.2257989115924897,-0.26,3.844,0.4680348585215654,2.6218498419026932e-05,1.8776204868463537e-07,2460604.5201,84,2461384.3521,17,2462229.1701,17
5330,5330,TOI-1442 b,KP,0.4090677,3e-07,2458683.4523,0.0003,0.6165726,1.17,,0.0115972828090472,,58.4692898017816,,-0.0060648628267324,SH,3.33,,6.547742403363035,2.0,,1.3772290029108636,1072.0,3330.0,0.29,0.31,0.0,287.2921006,74.1742762,15.39,10.332,,1.719998455549996,0.8280454768126418,-0.26,4.43,0.2324496112813309,0.0003833713939112,4.46703858629719e-06,2460662.1127649,86,2461641.8299064,26,2462346.6535535,21
5332,5332,TOI-1444 b,KP,0.4702743,1.1e-06,2458711.3675,0.0011,1.282804,1.41792246,2.73,0.0,,90.0,,0.0,SH,3.58,0.76,3.043520260076624,0.0,4.7105263157894735,1.2417345558930275,2130.02,5460.0,0.9513,0.9105,0.146,305.4749252,70.9437054,10.936,9.087,,-1.0,0.0,-0.26,4.953,0.1406622865815253,0.0020729212313297,1.361390763327567e-05,2460662.0652964003,86,2461641.6466633,26,2462290.6251973,19
5334,5334,TOI-1450 A b,KP,2.0439274,1e-06,2458685.34221,0.00042,0.988,1.13,11.23,0.0444651438414144,,310.9245276678359,,0.0291275294782119,SH,1.258,0.128,1.0350245756003802,0.0,9.828125,0.9846802470392776,722.0,3437.0,0.48,0.483,-0.12,286.8540627,59.0866254,12.28,7.82,,-1.0,0.0,-0.26,3.749000000000001,0.5778697835202484,8.311828606482198e-06,3.045766315447817e-08,2460661.8200058,86,2461638.817303,26,2462346.0161834,21
5336,5336,TOI-1452 b,KP,11.06201,2e-05,2458691.5321,0.0015,1.7587777,1.672,,0.0,,90.0,,0.0,SH,4.82,1.3,3.494978308669778,5.0,3.707692307692308,1.227730984929721,326.0,3185.0,0.249,0.275,-0.07,290.1739741,73.1951082,14.354,10.026,,0.7591414100084137,3.5384874399769233,-0.26,4.245,0.2176126311152761,1.072891624121318e-11,1.0858150447958957e-13,2460649.50787,86,2461634.02676,26,2462341.9954,21
5338,5338,TOI-1453 c,KP,6.5886982,4.1e-06,2459395.38133,0.00039,1.874,2.224,18.41,0.0,,90.0,,0.0,SH,2.95,0.83,1.2584608751148587,5.0,3.5542168674698797,0.76670894305499,819.8,4975.0,0.715,0.72,-0.31,258.2232705,57.1977779,11.113,8.766,,0.3158864770640797,4.725457874244089,-0.26,3.24,0.7185021048352433,1.622135166090927e-05,9.189397531391207e-08,2460660.4113844,86,2461635.5387179996,26,2462340.5294254,21
5340,5340,TOI-1468 b,KP,1.8805136,2.4e-06,2458765.68079,0.0007,1.1911684,1.28,13.14,0.0811715222938281,,277.93750954046527,,-0.0112092164628871,SH,3.21,0.24,3.431880639285314,0.0,13.375,1.2832415860060022,682.2,3496.0,0.339,0.344,-0.04,16.6538724,19.2249195,12.5,8.782,,-1.0,0.0,-0.26,4.062,0.3633520279757637,6.369438644792563e-06,3.6349727420575714e-08,2460608.584118,84,2461693.6404652,43,2462238.9894092,17
5341,5341,TOI-1468 c,KP,15.532482,3.4e-05,2458766.9269,0.0012,1.7640717,2.064,53.69,0.0313654244470959,,123.13874490714224,,0.0171464839968775,SH,6.64,0.67,3.5019495652315875,0.0,9.910447761194028,1.183905186354537,337.5,3496.0,0.339,0.344,-0.04,16.6538724,19.2249195,12.5,8.782,,-1.0,0.0,-0.26,4.382,0.3377484147961564,3.5443305225668317e-11,2.022712762749705e-13,2460599.759776,84,2461687.033516,43,2462215.137904,17
5355,5355,TOI-1685 b,KP,0.66913924,4.2e-07,2459910.93828,0.00041,0.918,1.468,5.158,0.0,,90.0,,0.0,SH,3.03,0.33,3.750184317587794,0.0,9.181818181818182,1.1391470102390684,1062.0,3575.0,0.454,0.4555,0.3,68.5939529,43.0370395,13.378,9.005,,-1.0,0.0,-0.26,6.346,0.2978043421172451,0.0003925286186074,2.4823975041171425e-06,2460662.38164652,86,2461448.62025352,19,2462290.39741744,19
5366,5366,TOI-1728 b,KP,3.49151,6.2e-05,2458843.27427,0.00043,1.96,5.05,13.48,0.057,0.054,45.0,104.0,0.0403050865276332,SH,26.78,5.43,15.129117917196274,0.0,4.931860036832413,1.0123843093355342,767.0,3980.0,0.646,0.6243,0.25,120.6116787,64.7971531,12.39,8.953,,-1.0,0.0,-0.26,3.5689999999999995,0.960447231173403,8.172059332634542e-05,5.045817180253954e-07,2460337.64055,74,2461475.87281,20,2462317.32672,20
